,review_id,perfect,great,awesome,super,powerful,bad,noisy,hard,disappointed,difficult
61,R2RBWYAKZAUX1M,False,False,False,False,False,False,False,False,False,False
62,R2B9QSQYIMD9IQ,False,False,False,False,False,False,False,False,False,False
63,R2CWOY8AIVXR78,False,False,False,False,False,False,False,False,False,False
64,RH1COQMQTTTQK,False,False,False,False,False,False,False,False,False,False
65,RGCXNOF41RJUV,False,False,False,False,False,False,False,False,False,False
66,R27KFIYH6UN3Z9,False,False,False,False,False,False,False,False,False,False
67,R2MAVSNJJ62S54,False,False,False,False,False,False,True,False,False,False
68,R1VTV0AKB52C9H,True,False,False,False,False,False,False,False,False,False
69,R1V4NOB6BPAQP7,False,False,False,False,False,False,False,False,False,False
70,RJRW0RDNSZ6I1,False,False,False,False,False,False,False,False,False,False
71,R6TDV0VZY8MJ2,False,False,False,False,False,False,False,False,False,False
72,R19QC4I6XAFVRT,False,False,False,False,False,False,False,False,False,False
73,R5QPK9FEGOJMS,False,True,False,False,False,False,False,False,False,False
74,R3ATL80Z74M7OG,False,False,False,False,False,False,False,False,False,False
75,R7GF4Y91VF0QF,False,False,False,False,False,False,False,False,False,False
76,R2UB31YAU4O9TO,False,False,False,False,False,False,False,False,False,False
77,R1JPB4C7WUPASJ,False,False,False,False,False,False,False,False,False,False
78,R2O4W8PM98H3XE,False,False,False,False,False,False,False,False,False,False
79,RAKZYMW6TR3GS,False,False,False,False,False,False,False,False,False,False
80,R1X47WDNBT4OHZ,False,False,False,False,False,False,False,False,False,False
81,R1BHICCLA0TLA3,False,False,False,False,False,False,False,False,False,False
82,R22CALOXJCOQOZ,False,False,False,False,False,False,False,False,False,False
83,R3MUY94GYQOVXT,False,False,False,False,False,False,False,False,False,False
84,RX4KK6EUQL2UU,False,False,False,False,False,False,False,False,False,False
85,R2XBF2DRY15JIU,False,True,False,False,False,False,False,True,False,False
86,R2NIAGVHHIJBYH,False,False,False,False,False,False,False,False,False,False
87,R3NYBF74UO3OLT,False,False,False,False,False,False,False,False,False,False
88,R1PR84OBE7Q3KM,False,False,False,False,False,False,False,False,False,False
89,R1EESPDTO6C4EE,False,False,False,False,False,False,False,False,False,False
90,R3PLPPJMD961Z0,False,False,False,False,False,False,False,False,False,False
91,R8X1RMK5JDGKM,False,False,False,False,False,False,False,False,False,False
92,RIGRO8YAV5XL6,False,True,False,False,False,False,False,False,False,False
93,R1Q31WY7K8V9JI,False,False,False,False,False,False,False,False,False,False
94,R19CPR1IAL5XFP,False,False,False,False,False,False,False,False,False,False
95,R6SBBM9ZB8U9W,False,True,False,False,False,False,False,False,False,False
96,RUYUENHPSLBUL,False,True,False,False,False,False,False,False,False,False
97,R2ULR8J582ZZ07,False,False,False,False,False,False,False,True,False,False
98,R1F9U7LHF7K0TZ,False,False,False,False,False,False,False,False,False,False
99,RHF4JD5B0L6D0,False,False,False,False,False,False,False,False,False,False
100,RJ4HTF6UC3JGC,False,False,False,False,False,False,False,False,False,False
101,R1D72NF092PCWS,False,False,False,False,False,False,False,False,False,False
102,RGVZGNOFRC020,False,True,False,False,False,False,False,False,False,False
103,R1506FPZA7NAQR,False,False,False,False,False,False,False,False,False,False
104,R187LAPCJM7V4J,False,False,False,False,False,False,False,False,False,False
105,R36VT59GYKQGCS,False,True,False,False,False,False,False,False,False,False
106,R2MZ0FT53TI9TL,False,False,False,False,False,False,False,False,False,False
107,R207IJ21PGITYM,False,False,False,False,False,False,False,False,False,False
108,R2CK11D0ILQMVU,False,False,False,False,False,False,False,False,False,False
109,R399N16CXG9PT2,False,False,False,False,False,False,False,False,False,False
110,R1PLCZJDZBCRD9,False,False,False,False,False,False,False,False,False,False
111,R1YTXAE8T6UW7C,False,False,False,False,False,False,False,False,False,False
112,R49CM7C5YRR97,False,False,False,False,True,False,False,False,False,False
113,R1XV1I003MONZH,False,True,False,False,True,False,False,True,False,False
114,R1H4LZNN7KLR95,False,False,False,False,False,False,False,False,False,False
115,R16USAHLLXL1G,False,False,False,False,False,False,False,False,False,False
116,R1V6FYMJU478XS,True,False,False,False,False,False,False,False,False,False
117,R1LACW8CHA9EFR,False,False,False,False,False,False,False,False,False,False
118,R3QA1QFU9S539H,False,False,False,False,False,False,False,False,False,False
119,R2UITL03LISL5B,False,False,False,False,False,False,False,False,False,False
120,R3FG3MTAK0NEOM,False,False,False,False,False,False,False,False,False,False
121,R2FRB34VLWCLYY,False,False,False,True,False,False,False,False,False,False
122,R316MKHZLAM8SU,False,False,False,False,False,False,False,False,False,False
123,R3UDNY7MS25YUK,False,False,False,False,False,False,False,False,False,False
124,R36TL21WUOSB62,False,True,False,False,False,False,False,False,False,False
125,R3HVP5OZQEH6UK,False,False,False,False,False,False,False,False,False,False
126,R1UU61RBM66JSV,False,False,False,False,False,False,False,False,False,False
127,RA5LX3D3TMOXL,False,False,False,False,False,False,False,False,False,False
128,R3JGMZZGZ157VL,False,False,False,False,False,False,False,False,False,False
129,RGUZZC439RSE0,False,False,False,False,False,False,False,False,False,False
130,R3VNDUASP6N0Z9,False,False,False,False,False,False,False,False,False,False
131,RD8D4BH6JSOVK,False,False,False,False,False,False,False,False,False,False
132,R1GHTPX91G2NAU,False,False,False,False,False,False,False,False,False,False
133,R3U9MSW3FCB3KK,False,False,False,False,False,False,False,False,False,False
134,R2QP950SX68QYZ,False,False,False,False,False,False,False,False,False,False
135,R207XVWE53FV0O,False,False,False,False,False,False,False,False,False,False
136,R3H4UAA6ZKS3NB,False,True,False,False,False,False,False,False,False,False
137,R1T0RWN3BW405D,False,False,False,False,False,False,False,False,False,False
138,R1NM7MWCXHF2R9,False,False,False,False,False,False,False,False,False,False
139,RJ4C4FY7HHY9H,False,False,False,False,False,False,False,False,False,False
140,R3SKWR23KH1QPA,False,False,False,False,False,False,False,False,False,False
141,R1VFE2X5RAPWZ,False,False,False,False,False,False,False,False,False,False
142,R1MLIC8RWA5SQU,False,False,False,False,False,False,False,False,False,False
143,R1ZRF2TKBU3QHG,False,False,False,False,False,False,False,False,False,False
144,R2UBE6B90YYGJ6,False,False,False,False,False,False,False,False,False,False
145,R36J7XQGK773PO,False,False,False,False,False,False,False,False,False,False
146,RZPYFNFRDVJC2,False,False,False,False,False,False,False,False,False,False
147,R3DJXEPP8M7OV1,False,True,False,False,False,True,False,False,False,True
148,R210GWU074SB0R,False,False,False,False,False,False,False,False,False,False
149,R3RI44VDBL7VV2,False,False,False,False,False,False,False,False,False,False
150,R1L1XEPY4VKLQS,False,False,False,False,False,False,False,False,False,False
151,R1M07XWDQ6WX7P,False,False,False,False,False,False,False,False,False,False
152,R1ZIYV52FN6JR3,False,False,False,False,False,False,False,False,False,False
153,R3QRN258JRPJKZ,False,False,False,False,False,False,False,False,False,False
154,RRMBIV919OM0G,False,False,False,False,False,False,False,False,False,False
155,R22VIDOXE2PYLS,False,False,False,False,False,False,False,False,False,False
156,R2D99YJ18OUBRU,False,False,False,False,False,False,False,False,False,False
157,R1W7BTEX3JEZMH,False,True,False,False,False,False,False,False,False,False
158,R2U055A6I1X225,False,False,False,False,False,False,False,False,False,False
159,R3F1WC765VILDD,False,False,False,False,False,False,False,False,False,False
160,R2K6WNOJGM7LB4,False,True,False,False,False,False,False,False,False,False
161,R1MCHN8CAET370,False,False,False,False,False,False,False,False,False,False
162,R11O7ENEWWLLH3,False,False,False,False,False,False,False,False,False,False
163,RB2LW61J0SOH7,False,False,False,False,False,False,False,False,True,False
164,R9SCI80QUSW9K,False,False,False,False,False,False,False,False,False,False
165,R1JV41KM7KTIDP,False,False,False,False,False,False,False,False,False,False
166,RGAFV01913DK8,False,False,False,False,False,False,False,False,False,False
167,R1TAYGEI12BB2P,False,False,False,False,False,False,False,False,False,False
168,R2JCLV2VBASA0D,False,False,False,False,False,False,False,False,False,False
169,R1YVIVFA1H4AH6,False,False,False,False,False,False,False,False,False,False
170,R347OYE5NGYX2R,False,False,False,False,True,False,False,False,False,False
171,RHXHE5PZ138KX,False,False,False,False,False,False,False,False,False,False
172,R3M0WYRHB0X911,False,False,False,True,False,False,False,False,False,False
173,R38XQFY2FM50T6,False,True,False,False,False,False,False,False,False,False
174,RPQX8U7TZ2JPB,False,False,False,True,False,False,False,False,False,False
175,R24K26HS4HRTZI,False,False,False,False,False,False,False,False,False,False
176,R2J8G406040BNS,False,False,False,False,False,False,False,False,False,False
177,R2VG5HFLMOI9SN,False,True,False,False,False,False,False,False,False,False
178,R3NY2QGY1RPPQG,False,False,False,False,False,False,False,False,False,True
179,R239WG6NZNVP7J,False,False,False,False,False,False,False,False,False,False
180,R3MJ1HRSNHKFLJ,False,True,False,False,False,False,False,False,False,False
181,R2ZDX4VBVP18RX,False,False,False,False,False,False,True,False,False,False
182,R1UBJXGXL32M3U,False,False,False,False,False,False,False,False,False,False
183,R2M2LJ7GISCJZ4,False,True,False,False,False,False,False,False,False,False
184,R5ZGQKKWM8EZK,False,False,False,False,False,False,False,False,False,False
185,R3Q1FG7H6RV3PX,False,True,False,True,True,False,False,False,False,False
186,R1LU6MAM378SEH,False,True,False,False,False,False,False,False,False,False
187,R3272AX2WU9XI8,False,False,False,False,False,False,False,False,False,False
188,R25JPULLFQ7YPQ,False,False,False,False,False,False,False,False,False,False
189,R7NWIOCA5RVPR,False,False,False,False,False,False,False,False,False,False
190,R19FEVT1FQGVEA,False,False,False,False,False,False,False,False,False,False
191,R1334SZ1MRLOV1,False,False,False,False,False,False,False,False,False,False
192,REZY6JGJ99RDZ,False,False,False,False,False,False,False,False,False,False
193,RTKNIPZHVDFQW,False,False,False,False,False,False,False,False,False,False
194,RYDDWEFO1455V,False,False,False,False,False,False,False,False,False,False
195,R4RV6DTH4PTJA,False,False,False,False,False,False,False,False,False,False
196,R1HI1ZGO71ZCZ7,False,False,False,False,False,False,False,False,False,False
197,R29JDZDNRBCLAS,False,False,False,False,False,False,False,False,False,False
198,R1IEQJ6F4A6VKO,False,True,False,False,True,False,False,False,False,False
199,RUG3DDTLTMQG1,False,False,False,False,False,False,False,False,False,False
200,RCY2135PRE9JT,False,False,False,False,False,False,False,False,False,False
201,R3M90DCSHBOWIQ,False,False,False,False,False,False,False,False,False,False
202,R1WH2H57EIAU7E,False,False,False,False,False,False,False,False,False,False
203,R2RH9KLFJQKLUB,False,False,False,False,False,False,False,False,False,False
204,R339QLE6WNVRB7,False,False,False,False,False,False,False,False,False,False
205,R2B9QG5L6SRRKU,False,True,False,True,False,False,False,False,False,False
206,RLBHOI5D7LZN8,False,False,False,False,False,False,False,False,False,False
207,RPSB8A2MPWMKT,False,False,False,False,False,False,False,False,False,False
208,R2BCC54Z1728KE,False,False,False,False,False,False,False,False,False,False
209,R1EXTDLM1DGFS,False,False,False,False,True,False,False,False,False,False
210,R1O1F7FXVKWKHO,False,False,False,False,False,False,False,False,False,False
211,R9SYX5GRRW5VU,False,False,False,False,False,False,False,False,False,False
212,R3680KPSRU144J,False,False,False,False,False,False,False,False,False,False
213,R1R3GIK98PJKXC,False,False,True,False,True,False,False,False,False,False
214,R273B5V02ATC55,False,False,False,False,False,False,False,False,False,False
215,R2ZEP7M26ULTB,False,False,False,False,False,False,False,False,False,False
216,R1V0QYK52DC7LC,True,True,False,True,True,False,False,False,False,False
217,R3GZRC0SV9KEUG,False,False,False,False,False,False,False,False,False,False
218,R1Y4GQ0H81YIET,False,True,False,False,False,False,False,False,False,False
219,R2BX3EK1PH98LB,False,False,False,False,True,False,False,False,False,False
220,RVVD40C36Q50N,False,False,True,False,True,False,False,False,False,False
221,R2FSGPRB45J8K8,False,True,False,False,False,False,False,False,False,True
222,R2TU2M9ODDYSIZ,False,False,False,False,False,False,False,False,False,False
223,R1B0RWNKK0FP61,False,True,False,False,False,False,False,False,False,False
224,R1H1VYSIGIND73,False,True,False,False,False,False,False,False,False,False
225,R3UIE5LA6NLA3D,False,False,False,False,False,False,False,False,False,False
226,RM6B1HYRNT79M,False,True,False,False,False,False,False,False,False,False
227,R3C4T6SCRAKR58,False,False,False,False,False,False,False,False,False,False
228,R3LP5IWK66E8Y7,False,False,False,False,False,False,False,False,False,False
229,R1KMAUA78ITFU1,False,False,False,False,False,False,False,False,False,False
230,R3CUR1CL71HWTB,False,False,True,False,False,False,False,False,False,False
231,R2TR30HBEZLJUS,False,False,False,False,False,False,False,False,False,False
232,R2UAKL912JZ63U,False,False,False,False,False,False,False,False,False,False
233,R2QGRRY5GGQIOT,False,False,False,False,False,False,False,False,False,False
234,RGMCGHXV7A8RY,False,False,False,False,False,False,False,False,False,False
235,R2HWIG82MLBIXZ,False,False,False,False,False,False,False,False,False,False
236,R1TB50UUBFS3A0,False,False,False,False,False,False,False,False,False,False
237,R1JKXNK0RN1EIL,False,False,False,False,False,False,False,False,False,False
238,RI8MLX2UIJEZU,True,False,False,False,False,False,False,False,False,False
239,R2S8YOX0S264S2,False,False,False,False,False,False,False,False,False,False
240,R1KFKEPWJJBO7V,False,False,False,False,False,False,False,False,False,False
241,R1E6O5NPDOELVG,False,False,False,False,False,False,False,False,False,False
242,R12ZN7PRTLVOG4,True,False,False,False,False,False,False,False,False,False
243,R2W7CLG17TURB9,False,True,False,False,False,False,False,False,False,False
244,R13ZUH6W7GNTTI,False,False,False,False,False,False,False,False,False,False
245,R1IMDHNZGXYY4D,False,False,False,False,False,False,False,False,False,False
246,R39QJB50NMGU41,False,False,False,False,False,False,False,False,False,False
247,RR5W1C13LUJ1C,False,False,False,False,False,False,True,False,False,False
248,R2XVPEW5JWA7AP,False,True,False,False,False,False,False,False,False,False
249,R2AWTYZ43AR28N,False,False,False,False,False,False,False,False,False,False
250,R23628CKGV10AK,False,False,False,False,False,False,False,False,False,False
251,RICRO0QP1FGKN,False,False,False,False,False,False,False,False,False,False
252,R2ET1A8LOF7J56,False,False,False,False,True,False,False,False,False,False
253,R1QDB4DKGTCLQG,False,False,False,False,False,False,False,False,False,False
254,RWBMUZGYJ803Q,False,False,False,False,False,False,False,False,False,False
255,R2TX0BE5LNN8S0,False,False,False,False,False,False,False,False,False,False
256,R1ZPVD3PJCOXS5,False,False,False,False,False,False,False,False,False,False
257,R1NAFRGI2EQW79,True,False,False,False,False,False,False,False,False,False
258,R9TC8HPZ4DTGF,False,False,False,False,False,False,False,False,False,False
259,R2U173ORAYMBIL,False,False,False,False,True,False,False,False,False,False
260,R32LLHBVBFUQY4,False,False,False,False,False,False,False,False,False,False
261,R31M7EJT4TMHFX,False,False,False,False,False,False,False,False,False,False
262,R3VJX4N2SLG0CP,False,False,False,False,True,False,False,False,False,False
263,R2FPQ92K24UNVX,False,False,False,False,False,False,False,False,False,False
264,R1I1MIX2QITKEY,False,True,False,False,False,False,False,False,False,False
265,R7DGK9I2XDQ72,False,False,False,False,False,False,False,False,False,False
266,RXXG1R9SUIMM4,False,False,False,False,False,False,False,False,False,False
267,R228TJT2VMBC0Z,False,False,False,False,False,False,False,False,False,False
268,R2I6PFWHZW9PHL,False,True,False,False,False,False,False,False,False,False
269,R3N8K09VRRNMUE,False,False,False,False,False,False,False,False,False,False
270,R2SJEJIV95IZ76,False,False,False,False,False,False,False,False,False,False
271,R3H3TMOI1A270W,False,False,False,False,False,False,False,False,False,False
272,R31E3XA6RNPRQ6,False,False,False,False,False,False,False,False,False,False
273,R2TW4FSXQ60M75,False,False,False,False,False,False,False,False,False,False
274,R2W7Z63EKT2DV0,False,False,False,False,False,False,False,False,False,False
275,R3BK355PT51Z9N,False,False,False,False,True,False,False,False,False,False
276,R2DWGQKFHRHIAA,False,False,False,False,False,False,True,False,False,False
277,RWE322P2UWVFF,False,False,False,False,False,False,False,False,False,False
278,R14TJUOG8P90JC,False,False,False,False,False,False,False,False,False,False
279,R3F1BEEFLSEB9,False,False,False,True,False,False,False,False,False,False
280,R5RT5T7OL37NR,False,True,False,False,False,False,False,False,False,False
281,R15121XDJ0ZIHH,False,False,False,False,False,False,False,False,False,False
282,R2PE3TZXSV3DF,False,False,False,False,False,False,False,False,False,False
283,R35TQMIS4SHJ4O,False,False,False,False,False,False,False,False,False,False
284,R34L4H8TBEA35M,False,False,False,False,False,False,False,False,False,False
285,R2VM4AYAQA8VQ,False,False,False,False,False,False,False,False,False,False
286,R1GFM41CZLHSFD,False,False,False,False,False,False,False,False,False,False
287,R1F6HULQSTFSXG,False,False,False,False,True,False,False,False,False,False
288,R11PPUKKJRTLNM,True,False,False,False,False,False,False,False,False,False
289,R1U5TN3CQMA3E8,False,False,False,False,False,False,False,False,False,False
290,R5B9C1ZJYZBUK,False,True,False,False,False,False,False,False,False,False
291,R30IT42Y73N1CH,False,False,False,False,False,False,False,False,False,False
292,RUBTJESA3UCTU,False,False,False,False,False,False,False,False,False,False
293,RT0J7C76EBK2J,False,True,False,False,False,False,False,False,False,False
294,R2W4B15LHXE9VQ,False,False,False,False,False,False,False,False,False,False
295,R3LW4NAUWYYNIP,False,True,False,False,False,False,False,False,False,False
296,R1WN126DEQYYLR,False,False,False,False,False,False,False,False,False,False
297,R3HAHEAXR3OYCI,False,True,False,False,False,False,False,False,False,False
298,RCUH18UPT3NHT,False,False,False,False,False,False,False,False,False,False
299,RKJUDZRSNA0II,False,True,False,False,False,False,False,False,False,False
300,R274LQW0A4KKZC,False,False,False,False,False,False,False,False,False,False
301,R33YP325NJVHWS,False,False,False,False,False,False,False,False,False,False
302,R1AWWHUWE440I2,False,True,False,False,False,False,False,False,False,False
303,R3B5PD1RV0QJ7D,False,False,False,False,False,False,False,False,False,False
304,R1H4ALKPZRT3Q,False,False,False,False,False,False,False,False,False,False
305,R1W17YN66WG2CN,False,False,False,False,False,False,False,False,False,False
306,R1QLQ9JRRUYP0J,False,False,False,False,True,False,False,False,False,False
307,RVYH880PISCFX,False,False,False,False,True,False,False,False,False,False
308,R1L2RCLPCAN8F0,False,False,False,False,False,False,False,False,False,False
309,R8X36JFL5NFDM,False,False,False,False,False,False,False,False,False,False
310,R2143XF4P84YKJ,False,False,False,False,True,False,False,False,False,False
311,R1QR6R4MXCYKGM,False,False,False,False,True,False,False,False,False,False
312,R39O6U6DHMWRVQ,False,False,False,False,False,False,False,False,True,False
313,R2DDGV4CPCGTZ4,False,False,False,False,False,False,False,False,False,False
314,R297HO7F8OZVKB,False,False,False,False,False,False,False,False,False,False
315,R1H5BN2QB8URQ2,False,False,False,False,False,False,False,False,False,False
316,RR6808ULQDVZN,False,False,False,False,False,False,False,False,False,False
317,R2SFW1WJTYD4OS,False,False,False,False,False,False,False,False,False,False
318,R3K8WVSNCMWVHB,False,False,False,False,False,False,False,False,False,False
319,RNKPXMWS82AIJ,False,False,False,False,False,False,False,False,False,False
320,RM8ZWXXVLYS32,False,False,False,False,False,False,False,False,False,False
321,R1YVVLT33XVD27,False,False,False,False,False,False,False,True,False,False
322,RNO9CB1IB1VGA,False,False,False,False,False,False,False,False,False,False
323,R2MGPOIDUBYGBC,False,False,False,False,False,False,False,False,False,False
324,RMYI6R8L5CD0B,False,True,False,False,False,False,False,False,False,False
325,R2D2YRBA94G74R,False,True,False,False,False,False,False,False,False,False
326,R9OQMTBNC4XR4,False,False,False,False,False,False,False,False,False,False
327,R22Q4RFWDQ5V3S,False,False,False,False,False,False,False,False,False,False
328,R5N4EI6XUX63D,False,False,False,False,False,False,False,False,False,False
329,R3P4RZL5NW2KKP,False,False,False,False,False,False,False,False,False,True
330,RVXV17K9CHMY0,False,True,False,False,False,False,False,False,False,False
331,R1EIZUJJGL3STY,False,False,False,False,False,False,False,False,False,False
332,RLEKBG71OGQNU,True,False,False,False,False,False,False,False,False,False
333,R3L0T66LS9NS3X,False,False,False,False,False,False,False,False,False,False
334,R3PODKLE0DWDG0,False,False,False,False,False,False,False,False,False,False
335,R181NXCOT0F9U2,False,False,False,False,False,False,False,False,False,False
336,R37XX9UMWV0KUC,False,False,False,False,False,False,False,False,False,False
337,R5M41B4NGVZ96,False,False,False,False,False,False,False,False,False,False
338,R3PO0SKI0RF5SI,False,False,False,False,False,False,False,False,False,False
339,R3TZQJONM70W7J,False,False,False,False,False,False,False,False,False,False
340,R2B10M2L754QIH,False,False,False,False,False,False,False,False,False,False
341,R2Y2BWLMN2LBXT,False,False,False,False,False,False,False,False,False,False
342,RSRS254DH7B50,False,False,False,False,False,False,False,False,False,False
343,R3364OLBI1U03B,False,False,False,False,False,False,False,False,False,False
344,R3MIW0NWXHCZCU,False,False,False,False,False,False,False,False,False,False
345,R3URXKXF1T47EI,False,False,False,False,True,False,True,False,False,False
346,RGH61DYMY8TL4,False,False,False,False,False,False,False,False,False,False
347,R3FI14YZ6VIJ0N,False,True,False,False,False,False,False,False,False,False
348,R2MUHNYPW2HWBP,False,False,False,False,False,False,False,False,False,False
349,R2Z4G2T29D6CDA,False,False,False,True,False,False,False,False,False,False
350,R33MTLC8Y78C1V,False,False,False,False,False,False,False,False,False,True
351,R3VH0WTWHPPZ2J,False,False,False,False,False,False,False,False,False,False
352,RRCQF0VCYZ6N8,False,False,False,False,False,False,False,False,False,False
353,R2EFBNSZT9IRND,False,True,False,False,False,False,False,False,False,False
354,R1T74V0FE1AVWM,False,False,False,False,False,False,False,False,False,False
355,R3MX75FC2CGHOC,False,False,False,False,False,False,False,False,False,False
356,R1OZX9WYQ940RV,False,False,False,False,False,False,False,False,False,False
357,R1MC8VL343X9DC,False,False,False,False,False,False,False,False,False,False
358,R38IIGZKO9AGL5,False,False,False,False,False,False,False,False,False,False
359,R3MBDE37ZV1AED,False,False,False,False,False,False,False,False,False,False
360,R2BOH9CH0JU4VG,False,False,False,False,False,False,False,False,False,False
361,R3G28GLRTLCRJE,True,True,True,False,False,False,False,False,False,False
362,R250NTBVUH60R2,False,False,False,False,False,False,False,False,False,False
363,R1UZ4ZOFKLYFTU,False,False,False,False,False,False,False,False,False,False
364,R1CI3NQMNHZAT2,False,False,False,False,False,False,True,False,False,False
365,RNWY6AZEHFT13,False,False,False,False,False,False,False,False,False,False
366,R3VRSHPBHA2J6V,False,False,False,False,False,False,False,False,False,False
367,R33RHXXUGMFYV2,False,False,False,False,False,False,False,False,False,False
368,R2OIU8MPEGMFNJ,False,False,False,False,False,False,False,False,False,False
369,R1XU0GEW1CPG7F,False,True,False,False,False,False,False,False,True,False
370,R1UJKAZ5SXV8Z3,False,False,False,False,False,False,False,False,False,False
371,R3LQN8R6A33ODG,False,False,False,False,True,False,False,False,False,False
372,RS9MIKBKH3WUQ,False,False,False,False,False,False,False,False,False,False
373,R1JN3K1WLOL7GZ,False,False,False,False,False,False,False,False,False,False
374,RAJQ4GKZOYYEQ,False,False,False,False,False,False,False,False,False,False
375,R1OGK0PSRN5JMC,False,False,False,False,False,False,False,False,False,False
376,R18I571BHZ0PKC,False,True,False,False,False,False,False,False,False,False
377,R1485XN188W1S9,False,False,False,False,False,False,False,False,False,False
378,R1E4NGFC7ODLH2,False,True,False,True,False,False,False,False,False,False
379,R2CAX6ZHMTAV5J,False,False,False,False,False,False,False,False,False,False
380,R39F41AISO57V5,False,False,False,False,False,False,False,False,False,False
381,R6MQUHIX779DH,False,False,False,False,False,False,False,False,False,False
382,REK900IFX1FG2,False,False,False,False,False,False,False,False,False,False
383,R5B41OB4OJMF8,False,False,False,False,False,False,False,False,False,False
384,R1VBBV8NBB9OVV,False,False,False,False,False,False,False,False,False,False
385,R2P2C53T8NF0Q9,False,False,False,False,False,False,False,False,False,False
