,review_id,star_rating,review_headline_clean,review_body_clean,compound,neg,neu,pos
18,r2fs20tloqbb7v,5,five star,work like,0.3612,0.0,0.286,0.714
19,r15jbyjr38bp85,5,five star,love,0.6369,0.0,0.0,1.0
20,R3MLL7RWQF0O81,5,must buy new baby,love wubbanubs one daughter favorite one wubbanub's perfect baby grab animal make easy baby find stick back mouth due size nice wake middle night grab reassert help baby soothe fall right back sleep plus absolutely adorable daughter old love babble giraffe also chew different part animal/noonie.<br br wash daughter every day wash machine leave air dry super easy clean,0.9897,0.014,0.534,0.452
21,R3I217L0P5PRJ1,5,daughter love,daughter love frog much two great wake middle night want pacifier easily grab,0.9001,0.0,0.429,0.571
22,R2WOALUE0F2T34,5,five star,excellent,0.5719,0.0,0.0,1.0
23,RJ2ESUGLL44TE,5,infant love high-quality material,infant love high-quality material nipple fit daughter's mouth day old still use week probably continue graduate large size seem little pricey willing pay high price nuk product,0.7624,0.036,0.754,0.21
24,R12GS48GGS342D,5,,good product describe arrived time,0.4404,0.0,0.58,0.42
25,RF9AFROPBZDOB,5,great,arrive yesterday i'm excite daughter spit pacifier room night find frantically search dark floor set lamp minute still glow go check hour later happy purchase,0.6597,0.077,0.705,0.218
26,RB9WN05XBWHNS,5,buy one heard good thing,buy one heard good thing son love i'll buying future,0.7964,0.0,0.53,0.47
27,R19MRGJZHVATQ3,5,favorite pacifier,favorite pacifier continue buy baby well gift others,0.7906,0.0,0.385,0.615
28,R3K4BR7TIXGEOX,2,nipple part pacifier fine seem like anything special,nipple part pacifier fine seem like anything special shape area around face make great baby hold yank pacifier daughter continually pull pacifier would get really upset quit use,0.8024,0.078,0.622,0.3
29,R32PSTXBHIC7L7,5,go beyond make sure satisfied thanks,say wow product seller baby girl love tiny misunderstand even big deal seller go beyond make sure satisfied.<br br thanks,0.8934,0.081,0.489,0.43
30,R276A8JHY3995L,5,great compact pacifier,pacifier compact orthodontic son take instantly also love carry case use sterilize pacifier microwave.<br br wish glow little brightly long time lose glow thirty minute huge issue,0.8275,0.075,0.609,0.316
31,RG069FYKF0U2U,4,work great super easy attach pacifier,hey work great super easy attach pacifier clip even kind glow dark,0.936,0.0,0.359,0.641
32,R2LHORKBRA09RO,5,five star,best,0.6369,0.0,0.0,1.0
33,R28NXUO2TRX9ZW,5,finally success,binky we've able get little one take,0.0,0.0,1.0,0.0
34,R3R0UQWQOR8MDJ,5,five star,come fast item describe,0.0,0.0,1.0,0.0
35,RAV784AEUO7SA,2,brand far superior,natural pacifier least favorite even brand new nipple would stick ring daughter month would get frustrated suck pacifier also seem stickier general brand right box fine use i'm lie right beside unstick nipple outer ring definite go bed time unless want get often right mind find much good success eco piggy seem much high quality,0.5454,0.127,0.666,0.207
36,R3E7AL77KGTT8B,5,favorite binkie,grandson start binkie still nicu monkey's weight keep pretty much place size misplace lose,0.128,0.151,0.67,0.179
37,R2MENJ5IB4AWC0,5,best one we've find,tried several brand natural pacifier one favorite seem high quality smell least weird though smell weird brand new best shape fact one buy one continue need stay away natursutten nipple stick outer ring make baby really frustrate go put paci mouth,0.8148,0.065,0.686,0.25
38,r357c38jyv00lr,5,love baby mustache,hilarious love baby mustache,0.7845,0.0,0.225,0.775
39,R17CIEP2M4146I,5,five star,great,0.6249,0.0,0.0,1.0
40,R398TDP4U486LC,4,four star,good,0.4404,0.0,0.0,1.0
41,R33ZWKQXUQQDZ,5,love,love binkies glow dark great would note keep glow night long night keep bowl dresser grab another one first one bed night would recommend product,0.8957,0.0,0.671,0.329
42,R25DMG4XWJJ3DE,5,son mo old love everyone get,son mo old love everyone get kick see mouth they're hoot durable pacifier use,0.6369,0.0,0.756,0.244
43,R7LY1OIA4JT2L,5,love,son love get love daddy one store excite see love mommy one secretly slip one mouth friendly competition,0.9633,0.0,0.408,0.592
44,R183JJT0CPS09X,5,think best,use child pregnant now...due today actually...and plan use again!<br come breastfeed mom personally concern know sound bad nipple confusion closely resemble mom's also resemble breast milk bottle shape let baby hold pacifier long anyway aspect really apply even formula feeding bottle like avent gerber even medela popular brand bottle still shape same.<br review read saw lot mom problem find pacifier clip holder fit.<br here's solution..!<br find hold except one specially design soothies booginhead loop saddle tie hole base personally dont care way suggest use loop rub baby's face sits right mouth wet make chapped face wait happen solution use husband drill drill hole tab loop booginhead im sure could use anything put hold make sure small hole low enough base dont worry breaking.<br also bella tunno ulububu clip tab hold well guess personal preference want clip slip loop chap d<br personally think soothie put hole tab problem solved!<br long short think best,0.7394,0.09,0.779,0.131
45,R25SDKA4FJHMYA,2,cause face rash,cute enough air hole baby get rash use long,0.0772,0.213,0.551,0.236
46,R1Z2PRKQW6QYYN,5,seem sturdy make usa,pacifier daughter take tried seven different kind nipple pacifier seem little shorter/smaller pacifier think part reason prefers seem sturdy make usa really appreciate try pacifier child take worth give jollypop try important note cannot find store near online order may option,0.8439,0.0,0.786,0.214
47,R2NH9GDPZDEL9W,5,buy go infant tux wedding,buy go infant tux wed little guy real hit take lot picture remember,0.0,0.0,1.0,0.0
48,R2O1PZX3XZ9ZOF,4,four star,grandson like,0.3612,0.0,0.286,0.714
49,R2FCN5FV5F97WC,5,five star,can't say enough good thing wubbanub wish clasp attach clothing,0.0757,0.184,0.61,0.206
50,RRHADB6U5D4E1,3,faves,daughter seem like mam pacifier much seem like unisex mam newborn one clear nipple can't say can't tell week old frequently spit take always receptive soothe clear bunny/heart combo one cute color image though,0.9287,0.0,0.641,0.359
51,R139D5GYPAJDRZ,3,three star,designe choose recive one get deffrinet,0.0,0.0,1.0,0.0
52,R3CVEQ5UE25IE9,5,adorable great sensitive skin,pacifier give newborn rash work great rash,-0.0772,0.4,0.296,0.304
53,R2AGH5OVT2ACNO,5,best night pacifier,baby love cause rash best part easy find night without turn light,0.8625,0.123,0.364,0.514
54,R1BGPCYL8W5VA1,3,quite convenient crease attractive,bit inconvenient game cut every single pacifier also kill ocd poster many pacifier crease game come folded package spend much time make decor party pretty creased game detract say guest really enjoy play game might well make pretty version game,0.8004,0.16,0.538,0.302
55,R3LVPU0EI7A8W1,5,i'm love...and baby,cute lil puppy paci prompt many adorable picture buy put paci's back baby's mouth fell way many time row think would well alternative puppy could sit chest paci mouth exactly grant heavy knock want heavy love,0.936,0.0,0.648,0.352
56,RTW8JH4X2T475,5,five star,paci little one willing accept,0.3262,0.0,0.631,0.369
57,R3IISR5NZR7M5F,5,five star,love glow part night useful order wake little guy,0.7964,0.0,0.496,0.504
58,R3DF3KZPQAY5TF,1,hole tip,could use one one hole tip cause baby suck air notice another buyer issue impress,0.0,0.154,0.691,0.154
59,R2M6JWR2M8J8O7,5,five star,thank receive today really cute,0.6997,0.0,0.341,0.659
60,R2MBPE42AL8HJB,4,functional buy aesthetic reason,baby really like pacifier handle make easy hold onto attach clothes wear design last beyond several washing though glow dark i'm especially disappointed feature work well excite help feeling around drop paci dark try soothe baby back sleep,0.8779,0.105,0.557,0.338
61,R2H5Z6KTXYVPDU,5,give one son nicu ucsf love easy stay,little pricey give one son nicu ucsf love easy stay mouth really use binky still play fun thing around,0.9153,0.0,0.54,0.46
62,RGW6HZB0F8EHG,5,five star,work newborn,0.0,0.0,1.0,0.0
63,R1BUXLXR3JDCOO,5,month old love they're easy find put mouth,several month old love they're easy find put mouth,0.7964,0.0,0.496,0.504
64,R1DWYYC1QWV7PJ,5,love mam pacis,pacifier gorgeous know sound silly really sparkly fantastic anyones little princess think really cute picture even well person far favorite pacifier picture alone pacifier house kiddos mam try many pacifier none compare far quality cuteness fact kid prefer,0.9563,0.038,0.57,0.392
65,RHT25183W91GO,5,great product baby love,parent know baby use pacifier month old consistently prefer avent pacifier since newborn switch next big size month take little get use us small big size love design different color although believe specify color order amazon,0.7096,0.0,0.852,0.148
66,R14J1X32N8O6KU,3,three star,fun game,0.5106,0.0,0.233,0.767
67,RNG6UA952IQMN,5,best,love mam house i've use exclusively kid best,0.8555,0.0,0.417,0.583
68,R3OZNWYPA6417Q,5,use anything else,love mam,0.6369,0.0,0.192,0.808
69,R3A7R5SLIU4JCL,2,two star,cute bit tiny,0.4588,0.0,0.4,0.6
70,R2L6QTVHUOEB5S,5,cute,love soft easy baby hold,0.7964,0.0,0.297,0.703
71,R9QPNS02RQN7V,5,five star,baby love,0.6369,0.0,0.192,0.808
72,RFPEDEJWHK71C,5,❤️,👍🏼,0.0,0.0,1.0,0.0
73,R2DJNNJPFZQZ8X,5,great nighttime,best pacifier nighttime pacifier replacement glow night exposure light course baby like mam style that's simply issue preference,0.7717,0.0,0.705,0.295
74,RKZ7E8MZ81Z1F,3,okay find good one,like can't take pacifier sterilize okay daughter care,0.765,0.0,0.397,0.603
75,RAYT0H5MYNJIZ,4,perfect baby,pacifier baby use,0.0,0.0,1.0,0.0
76,R11XQNQQHXVLE0,4,tommee tippee pacifier one baby,tommee tippee pacifier one baby use wish could choose color,0.4019,0.0,0.769,0.231
77,R1TOPQ9LYVWLEQ,5,five star,cute,0.4588,0.0,0.0,1.0
78,R3L2XRVPW48ZH4,2,meh,baby like like mam pacifier instead,0.6124,0.0,0.444,0.556
79,R19YVWB63R7ISL,5,love,baby boy love one one provide hospital like kind probably similar mother breast sure bpa free,0.9403,0.0,0.412,0.588
80,R9ANTZOZ8KVRL,5,big baby's mouth first,big baby's mouth first month pacifier choice baby breast feed usually take pacifier night need soothe car one trick,0.3182,0.058,0.821,0.121
81,R3U8H2JZK01ORC,5,pacifier stay put,bought kind pacifier one stay month old baby boy's mouth love i'm throw one work,0.8225,0.0,0.631,0.369
82,R2MAKK4LLO8EFU,5,five star,love,0.6369,0.0,0.0,1.0
83,R2LP2MOF6R67VN,5,love,second one son love monkey lay flat tummy like buy another soon,0.7717,0.0,0.599,0.401
84,R2P984ZAWSXNP8,5,granddaughter raise avent,granddaughter raise avent pacifier bottle mother swears product,0.0516,0.0,0.854,0.146
85,R3FD4HXLLMNKQV,1,worth money,um see inside baby mouth also baby expect food shape regular bottle nipple baby mouth wide open suck i'm say i'm say weird baby like go walmart get kind s#!t,0.3802,0.125,0.707,0.168
86,RTQ7NXXDVJ0O6,5,really like particular brand pacifier,really like particular brand pacifier son's favorite brand pacifier know initially get pack lose constantly would get later,0.4754,0.115,0.638,0.247
87,R2X97G2665BLF4,5,five star,super cute soft perfect size,0.891,0.0,0.159,0.841
88,R5BTBQ3YZJEIB,5,welcome invention i'm take care new,welcome invention i'm take care new baby granddaughter love every minute raise child always look pacifier wonderful,0.9337,0.0,0.48,0.52
89,RYRO12BSTMG87,5,must cowboy's fan,love son walk around house binkie mouth,0.6369,0.0,0.588,0.412
90,R129FJQB145221,5,five star,bunny daughter would take,0.0,0.0,1.0,0.0
91,R29OV6OSLX7VQC,5,like i'm sure reading,work well son think shape orthodontically approve really would pacifier think like i'm sure reading every internet blog get rid thing day,0.7096,0.0,0.734,0.266
92,R2RA264AB5EG8E,5,color deep green good taste horrible,smell okay color deep green good taste horrible,0.0772,0.263,0.376,0.361
93,R1GLNZNZ6SQ0VM,5,great set bottle pacifier,little one really like bottle pacifier set plus easy bottle sterilization system fantastic,0.8414,0.0,0.526,0.474
94,R1NELFZURZ2394,5,must,cannot live without month old perfect young trouble grasp small object sometimes even use paci part monkey act enough him.<br small also prop chest mouth crib less likely fall roll away,-0.6906,0.164,0.836,0.0
95,R2JABZDGWK12F3,2,stay put month old,stay put month old baby boy's mouth anatomically shape nuk pacifier work,0.0,0.0,1.0,0.0
96,R1GA1X199CI282,5,five star,can't find retail store life saver,0.0,0.0,1.0,0.0
97,RSWPIE4Y8G1RU,5,great baby binky,great pacifier really nice one piece easy disinfect keep clean,0.9152,0.0,0.319,0.681
98,R3KMVPIDCX0ZXS,5,attach baby's mobile crib,attach baby's mobile crib sleep training never cry long minute wake find binky go back bed change life baby month old attach carseat week two learn use use crib,0.3724,0.0,0.916,0.084
99,R39C7KE82QARUX,5,sanitizer case nice addition,case come act sanitizer nice addition fill water level microwave min sturdy love color/design baby boy infant month would strongly recommend check,0.891,0.0,0.608,0.392
100,R14VW64XW155V1,4,work fine purpose bit slow,temp read little low take around minute get temp work fine purpose bit slow,-0.0018,0.116,0.769,0.115
101,R1M5LEX1BH0RQ6,3,three star,cute heavy enough newborn easily push mouth,0.6597,0.0,0.481,0.519
102,R731YMDMW9JXO,5,love,cute love,0.802,0.0,0.0,1.0
103,R3UOUNVET516OW,4,four star,son use pacifier,0.0,0.0,1.0,0.0
104,R1OZUHZUXD0R2L,5,love loved game,love loved game girl play baby shower,0.8885,0.0,0.276,0.724
105,R310NVVI9PIHTL,4,four star,one son use tough material even puppies grab,-0.128,0.176,0.824,0.0
106,R3QMHQM8W47IO9,1,would recommend,snap break first time use would recommend,0.3612,0.0,0.706,0.294
107,R1W2WL0SRIL2X,5,great price brand baby,great great price brand baby use,0.8481,0.0,0.328,0.672
108,R1Y4WSOPOPC89S,5,great buy,great set son colic seem trick happy,0.8225,0.092,0.308,0.6
109,R2AABN1GYF3UVA,5,wub,special wub special granddaughter,0.6597,0.0,0.27,0.73
110,R2U82LEBDLN3LD,5,five star,like one hospital great price one room house,0.765,0.0,0.476,0.524
111,R1OL3OO3SLN95F,5,love wubbanubs,love wubbanubs best pacifier newborn baby animal hold pacifier close mouth even pop often week old put back mouth pop grab quickly since stay chest tried pacifier take except kind five clean throw wash machine baby clothes come good shape every time,0.9545,0.0,0.68,0.32
112,R33Y9T3Q6HSJQV,5,soft,several wubbanub pacifier last year believe one pink bear soft wubbanub great well love even outgrow pacifier remain important stuffed animal bedtime,0.9042,0.0,0.596,0.404
113,R9LWXAGBRBRR5,5,ingenious cute,harder lose hard drop.<br easy cuddle easy love,0.7845,0.24,0.175,0.585
114,R1LYI1CNWLHU89,5,still good product,wish could big still good product,0.6808,0.0,0.417,0.583
115,R118VPCWPTKMPW,2,two star,baby like also wrong color send,-0.1531,0.323,0.417,0.26
116,R3NNJ8XUV0LS4P,5,great paci newborn,pacifier newborn take introduced week little large seem bother shape keep hit little nose want nothing soothies price definitely recommend try every kid different course happier,0.3669,0.136,0.65,0.214
117,RE2JG1DPUU5KK,2,wish animal would come attach,wish animal would come attach another paci lo like puppy choke paci every time,0.1779,0.178,0.558,0.264
118,R6CW9ASP7TNJN,5,five star,arrive quick described would def buy,0.0,0.0,1.0,0.0
119,R1L8X6EOUV9ORB,4,cute,perfect issue see,0.5719,0.0,0.351,0.649
120,R3VY8OJ8YUBGPN,5,cute easy spot,adorable make loose paci much easy find,0.5859,0.185,0.323,0.492
121,R3B2L8GF0OIOA6,5,five star,good price,0.4404,0.0,0.256,0.744
122,R3VHFGDVLKE7MU,5,five star,great baby shower present,0.6249,0.0,0.423,0.577
123,R38709MVR69R9X,5,like super suit,baby love tolerate type pacifier like super suit think mimic shape actual nipple great actually cheap type pacifier well use universal pacifier clip good go,0.9623,0.0,0.491,0.509
124,RA6IHF64PY1Q1,5,twin luv these..soo adorable!❤♡,soo luv these..we receive blue okey dokey dino red dragon..we also monkey giraffe perfect comfort binky get lost😊<br oh free shipping super fast..ordered receive supposed get,0.9246,0.0,0.621,0.379
125,R3BGAN1DSTVVY8,3,nice durabie,baby love pacifier one gift aunt tought buy another one one look good first one quality good still good product expect forever,0.9413,0.0,0.518,0.482
126,R24IH39FT0MHP7,5,five star,great,0.6249,0.0,0.0,1.0
127,R2LPUSAAFDSDO0,5,love,huge wubanub fan,0.5574,0.0,0.179,0.821
128,R3NVE5E5G5S9RU,5,five star,product come quick damage,-0.4939,0.516,0.484,0.0
129,R28ZALN7YGAPQ3,5,five star,baby love slip easily,0.765,0.0,0.233,0.767
130,R37X7CWZMZ27AD,5,five star,excelent choice,0.0,0.0,1.0,0.0
131,R3HTNROUIP3X3Q,3,three star,high quality son like,0.3612,0.0,0.545,0.455
132,R3KBTQ97ZQPBP1,5,old daughter love pacifier love attach,old daughter love pacifier one care much use great,0.91,0.0,0.343,0.657
133,R3ENZ68F5N4JD3,5,wonderful son lose night,whoever think glow dark pacifier genius wonderful son lose night find go right back sleep,0.25,0.139,0.67,0.191
134,R3RACFTREJ9Y8J,5,must baby,daughter love mam pacis cute,0.802,0.0,0.294,0.706
135,R14QN7FFR05989,5,five star,cool,0.3182,0.0,0.0,1.0
136,R18F6J16PMY490,5,baby love great item excellent price,always use soothies baby love great item excellent price thank,0.9382,0.0,0.293,0.707
137,R2CKYQ4ZGAM5R2,5,best one lo mam avent spacifiers,best one lo mam avent spacifiers like never want buy dr.brown pacifier take day baby get use love easy good,0.9475,0.038,0.439,0.523
138,R18JPP76OIVSYS,4,four star,son like pacifier food quality,0.3612,0.0,0.615,0.385
139,R3V5MRB4KSOM38,5,five star,pacifier son use,0.0,0.0,1.0,0.0
140,R229L0AZ6UWCWD,3,cute soft grandson,cute soft grandson month old yank mouth instead keep purpose get,0.4588,0.0,0.769,0.231
141,R137V5NHV2NSB5,5,great shower gift,give shower gift hit everyone,0.4404,0.0,0.58,0.42
142,R3K6L7QQUZMO29,5,must-have,daughter love wubbanub take pacifier take plain soothie pacifier occasion usually spit hand wubbanub calm time love hold onto plush toy easy wash big deal get dirty washed several time hold perfectly happy purchase buying different plush animal,0.9712,0.05,0.521,0.429
143,R3G21HB41QRFKP,5,five star,good quarity price satisfaction,0.7003,0.0,0.256,0.744
144,R1WJL5LJFDXMAG,5,five star,love,0.6369,0.0,0.0,1.0
145,R1JMEC4M3M2GJE,5,option choose design,wish could've pick design,0.4019,0.0,0.526,0.474
146,R29LL4XZOWGY1J,4,four star,job,0.0,0.0,1.0,0.0
147,R2UBXQ9828XH2E,4,cute,great unfortunately daughter accept kind pacifier cute come nice carrying case,0.926,0.103,0.215,0.682
148,R2UJJ3N7WD5WFZ,2,two star,want baseball like pictured get football,0.4215,0.0,0.513,0.487
149,R1GNJG49AVFT87,5,five star,best invention ever,0.6369,0.0,0.323,0.677
150,r1edn9n4ffkgh5,5,five star,good,0.4404,0.0,0.0,1.0
151,RG2TK2BB1MU9T,3,three star,baby take like style seem good,0.6597,0.0,0.426,0.574
152,R7E7RZVZV9WLY,5,five star,love,0.6369,0.0,0.0,1.0
153,R2QR0N9SU90DH0,5,buying,infant twin love love snuggle stuff animal worry get lose easily,0.7351,0.25,0.268,0.482
154,R3CWQVRM78QIP9,5,amaze,amaze really smell like vanilla scent last long time daughter use bed time feel sleep good thanks soothe vanilla scent we'll order soon must every mommy plan put baby binky,0.9271,0.0,0.632,0.368
155,R1RNVSK1EBVHUM,3,good product daughter fan,daughter hat happy construction try multiple time give rubber around nip large-i even get one scoop top hit nose still,0.7269,0.0,0.705,0.295
156,R2LINUKDDR0Q7C,2,hard,do bit research purchase really hard get month stick baby spit minute try suck,-0.5563,0.277,0.723,0.0
157,R1S1D4I379048K,5,best invention ever,review base one day's use get sterilizer dryer immediately open previously wash twenty bottle put sterilizer use right away four cycle sterilize dry i'm obsess can't believe easy work well dry there's nothing dislike leave wet bottle day dry counter hope keep work well time go,0.6157,0.082,0.724,0.194
158,R3H0J5LEHLQJP6,2,short,nipple short even month old get month size disappoint spent much something keep mouth,-0.4019,0.172,0.828,0.0
159,RQQ4PCUMT0JXK,5,love,little man love pacifier brand use large vent hole side great get air also love stick tongue side,0.9176,0.0,0.557,0.443
160,R3T07VRZ362OOV,5,pacifier great use grandaughter since mom,pacifier great use grandaughter since mom breastfeed trouble breastfeed use pacifier one favorite especially since cat family like hold onto one ear sweet,0.872,0.081,0.541,0.378
161,R2RMZRAXQ55RFC,5,five star,good product,0.4404,0.0,0.256,0.744
162,RZRA3YTG55QV4,4,cute baby like,son use advent pacifier one different even wear flat part like nuke bottle nipple problem though,-0.0516,0.141,0.729,0.13
163,R3P64C6BA8UM0E,5,they're perfect size infant,pacifier son actually take love they're perfect size infant,0.836,0.0,0.47,0.53
164,R2W23KJOOAW2Z0,5,five star,can't wait use jt,-0.1695,0.357,0.643,0.0
165,RJIDW1C1TZY2R,5,really like fit two paci's,really like fit two paci's attach diaper bag easy access,0.8162,0.0,0.452,0.548
166,R311OEV7PEP0N9,5,great nighttime paci,glow dark feature amaze want glow bright night hold right bright light bulb desk lamp mirror light bathroom work well second pace bright chance lose son love fit pacifier,0.9618,0.059,0.413,0.528
167,R1PMC2ZC4KYQ8H,5,five star,baby love,0.6369,0.0,0.192,0.808
168,R1URE9NUB5M9C,5,super cute,month old love super cute color really well make,0.9259,0.0,0.27,0.73
169,R1FJQLOIBJP4Q9,1,one star,ordered baby month old actually get,0.0,0.0,1.0,0.0
170,R2ZSYO3D4SFPOV,4,great,son like best since newborn get big size able find binky put back mouth like extra air help avoid rash issue put daycare label lol product fault though,0.7964,0.18,0.473,0.348
171,R122IEEP0BOR2T,5,fave paci brand,favorite brand pacifier hand try avent nuk various mustachifiers,0.7351,0.0,0.53,0.47
172,R1CEDKY6PWIX1M,5,buy wubbanub new baby grandson turn,buy wubbanub new baby grandson turn take right love find,0.6369,0.0,0.682,0.318
173,R2U9QQ1BVZY6QF,5,super cheap two pacifier,super cheap two pacifier exact type hospital give back lose,0.296,0.185,0.548,0.267
174,R3IJPF591TKS7D,5,five star,love item clear space diaper bag thing print super cute,0.9287,0.0,0.305,0.695
175,R3R58IL0C8S5QI,5,pacifier baby want,pacifier baby take thank green hospital pacifier grateful soothie come color pink purple one great girly i'm fan anything let stranger see baby girl,0.8979,0.0,0.627,0.373
176,R2WZTV9X59OZJU,5,five star,awesome item,0.6249,0.0,0.196,0.804
177,RIG3G4U0SGIXF,5,love,cute.<br baby love go sleep,0.6369,0.0,0.488,0.512
178,R2BM86HJ4VF6LB,5,five star,great product thank,0.765,0.0,0.132,0.868
179,R18TPJPWJP13YJ,5,five star,son love wubbanub fox though wink wink,0.6369,0.0,0.588,0.412
180,R18ZDG79G1QRK6,5,recommend,pacifier nephew use perfect highly recommend,0.7574,0.0,0.381,0.619
181,R3BMA4W8AQER7O,5,cute cleanly package,cute get gift momma love,0.8779,0.0,0.165,0.835
182,R1JQSNGYY9IDOK,5,baby girl try many pacifier one like would,loooove pacifier baby girl try many pacifier one like would take,0.3612,0.0,0.8,0.2
183,R30FLLU4LMU9FI,5,five star,great product thank,0.765,0.0,0.132,0.868
184,R38V0E9WKGODNU,5,five star,fun surprise,0.6597,0.0,0.0,1.0
185,RWH3I8QXID8PK,4,easy gag reflex tip short,son love pacifier easy gag reflex tip short able use without gag,0.5106,0.241,0.402,0.357
186,R2LTY048BJP05E,5,mam bottle set,"baby love bottle love design easy clean mam gift set always cheaper,this set wanted monkey set get otter set that's complaint",0.9403,0.065,0.44,0.496
187,R18X3WCUV17RGF,5,love baby,love baby elephant super cute easy baby hold highly recommend,0.9501,0.0,0.229,0.771
188,R3KLNBZOXZ9LGP,3,hospital style nuk/paci/binki cool seem,baby use hospital style nuk/paci/binki cool seem really wish different option nuk end may sew one super awesome concept need option taylor different baby,0.923,0.0,0.601,0.399
189,R397BQWVZXQLXC,5,five star,best pacifier month old able bite teeth,0.6369,0.0,0.588,0.412
190,R2ITXHG8RIYUTR,5,five star,love everyone always comment,0.6369,0.0,0.417,0.583
191,R32TBILM50KVRT,3,three star,thing deffinatly come handy thing leave awful taste,-0.4939,0.412,0.588,0.0
192,R1XU1LOMQP88ET,5,five star,safe grandson love,0.7964,0.0,0.123,0.877
193,R2TOQKO7CVPBWM,5,pacifier baby would use,review really behalf baby try different one would use soothie pacifier,0.0,0.0,1.0,0.0
194,R3NPABXE2LY95A,5,five star,one son use,0.0,0.0,1.0,0.0
195,R2DQVV28C3I4AJ,4,pretty good,pacifier baby take glow dark much thought would,0.0,0.0,1.0,0.0
196,R2XX7A3Q3XJER5,5,must,binky newborn take work like charm,0.6369,0.0,0.435,0.565
197,r2sf462v3123g7,5,look great,look great work great easy use need distilled/boiled water kettle fill wine bottle use week two wash item place rack fill turn option need min min w/dry min like new w/dry use ton stuff baby toy feed supply straw jar lid pump supply anything put kid put mouth plastic glass reality lazy tool time boil stuff regular use microwave rich man accessory real nice justify suggest,0.9552,0.031,0.724,0.245
198,R337HCTI1HUCBD,4,fortunately pacifier look like picture,receive item quickly hassle free always plus fortunately pacifier look like picture actually nice blue however hole around edge likely one receive seller please update picture happy hope new nephew like,0.9584,0.0,0.545,0.455
199,R29XDWJQ3P2I0E,5,five star,niece really liked one,0.4754,0.0,0.492,0.508
200,R37650H6KT5H7E,5,five star,great pacifier son use brand mention give personality,0.6249,0.0,0.631,0.369
201,R2XRB5639QYMNB,5,shark tank think good idea awesome concept,saw shark tank think good idea awesome concept,0.7906,0.0,0.462,0.538
202,R2Y4P4TS98DAPY,3,three star,glow long,0.0,0.0,1.0,0.0
203,R1O9T1K8IYN5Q9,5,five star,best nubby...hands,0.6369,0.0,0.192,0.808
204,RLNZXB3WVKS4D,5,love fit face,pacis buy love fit face advantage baby start sleep stomach turn head side side get easily knock like pacifier bulky brand,0.9118,0.0,0.541,0.459
205,R149FIQTT4UEI2,5,five star,seriously bright glow dark find middle night,0.296,0.177,0.521,0.302
206,R1N7EF72A6DM0W,5,five star,need,0.0,0.0,1.0,0.0
207,R3FR7WC1G37EYE,4,kid love thing,well love favorite finally break solid year half use,0.872,0.0,0.314,0.686
208,R1NSMQ5JU6W4W5,3,baby like,baby love month soothies take,0.6369,0.0,0.488,0.512
209,RSAFMF30EFKM0,5,five star,cute,0.4588,0.0,0.0,1.0
210,RQJIDW26VOJIQ,5,five star,cute,0.4588,0.0,0.0,1.0
