,word,count,compound
289,all-white,1,0.0
290,refurbished,4,0.0
291,clumsy,1,0.0
292,samsumg,1,0.0
293,lightly,2,0.0
294,useless,8,-0.4215
295,died,2,-0.5574
296,fact..just,1,0.0
297,hardly,4,0.0
298,convectional,1,0.0
299,compactness,1,0.0
300,randomly,3,0.0
301,snugly,2,0.0
302,unusual,1,0.0
303,cramped,1,0.0
304,one.<br,4,0.0
305,wall,1,0.0
306,yrs,3,0.0
307,bare,1,0.0
308,five-star,1,0.0
309,uninterrupted,1,0.0
310,potato,1,0.0
311,powered,2,0.0
312,shiny,1,0.0
313,well-loved,1,0.0
314,power-horse,1,0.0
315,permanently,2,0.0
316,practically,3,0.0
317,expert,1,0.0
318,worried,5,-0.296
319,nostalgia,1,0.0
320,one-touch,4,0.0
321,lg,11,0.0
322,automatic,11,0.0
323,prep,2,0.0
324,big-ticket,1,0.0
325,due,23,0.0
326,known,1,0.0
327,delicate,1,0.0516
328,resurrected,1,0.0
329,diagnostic,5,0.0
330,little.<br,1,0.0
331,accountable,2,0.0
332,prawns<br,1,0.0
333,unusually,2,0.0
334,obnoxious,5,-0.4588
335,replaced.<br,1,0.0
336,danby,9,0.0
337,whirlpool.<br,1,0.0
338,extensive,6,0.0
339,window-box,1,0.0
340,rough,1,0.0
341,ups,5,0.0
342,casually,1,0.1779
343,it.....<br,1,0.0
344,normal.<br,1,0.0
345,partly,2,0.0
346,excessive,1,0.0
347,salesman,1,0.0
348,oh,8,0.0
349,prime,5,0.0
350,covered.<br,1,0.0
351,strong,13,0.5106
352,sheet,1,0.0
353,constant,5,0.0
354,h-b,1,0.0
355,cautious,1,-0.1027
356,long,75,0.0
357,regularly,3,0.0
358,vented,1,0.0
359,required-reading,1,0.0
360,reason.<br,1,0.0
361,revolving,1,0.0
362,monday,2,0.0
363,foam,1,0.0
364,this-a,1,0.0
365,yeah,1,0.296
366,expected.<br,1,0.0
367,dimensions/screw,1,0.0
368,technical,1,0.0
369,oatmeal,1,0.0
370,professional,7,0.0
371,strange,6,-0.2023
372,urban,1,0.0
373,sturdy.<br,1,0.0
374,o`clock,1,0.0
375,required,2,0.0
376,exterior,5,0.0
377,technician,11,0.0
378,ceramic,8,0.0
379,re-opened,1,0.0
380,optional,1,0.0
381,forward.<br,1,0.0
382,bit,6,0.0
383,chris,1,0.0
384,food---i,1,0.0
385,aren't,1,0.0
386,feature,1,0.0
387,other.<br,2,0.0
388,on-line,2,0.0
389,inexpensive,5,0.0
390,correctly,7,0.0
391,past,20,0.0
392,uninstallable,1,0.0
393,totally,26,0.0
394,considerable,1,0.0
395,erratic.<br,1,0.0
396,available,32,0.0
397,subsequently,3,0.0
398,soapy,1,0.0
399,unavailable,1,0.0
400,extended,18,0.0
401,doa,2,-0.5106
402,future,3,0.0
403,rigorous,1,-0.2732
404,hopefully,9,0.4019
405,unreliable,1,0.0
406,dissapointed,1,0.0
407,waited,1,0.0
408,old-fashioned,1,0.0
409,fifth,1,0.0
410,eureka,1,0.0
411,hub,1,0.0
412,gaping,2,0.0
413,apart,11,0.0
414,favorite,3,0.4588
415,wickedly-easy,1,0.0
416,handle,10,0.0
417,east,1,0.0
418,scary,9,-0.4939
419,acceptable,3,0.3182
420,industrial,1,0.0
421,normally,11,0.0
422,natural,1,0.3612
423,retail,1,0.0
424,presumable,1,0.0
425,wide,13,0.0
426,possibly,5,0.0
427,out-of-the-box,1,0.0
428,high-end,3,0.0
429,in-cabinet,1,0.0
430,all,4,0.0
431,fun.<br,1,0.0
432,whatever,1,0.0
433,dangerous<br,1,0.0
434,let's,3,0.0
435,tempted,1,0.0
436,adequately,3,0.0
437,reasonably,5,0.0
438,inverter,1,0.0
439,never,131,0.0
440,"big,so",1,0.0
441,fry,1,0.0
442,standby,1,0.0
443,unstable,1,-0.3612
444,neither,1,0.0
445,impossible,13,0.0
446,practical,3,0.0
447,today?<br,1,0.0
448,packing,1,0.0
449,fine-especially,1,0.0
450,fluffy,1,0.0
451,technically,1,0.0
452,father-in-law's,1,0.0
453,please,2,0.3182
454,spacemaker's,1,0.0
455,pre-constructed,1,0.0
456,useful,11,0.4404
457,loose,12,-0.3182
458,countertop,12,0.0
459,painted-grey,1,0.0
460,intermitently,1,0.0
461,generally,7,0.0
462,burst,1,0.0
463,not.<br,1,0.0
464,damn,1,-0.4019
465,lastly,2,0.0
466,commodious,1,0.0
467,wonderful,16,0.5719
468,fry-less,1,0.0
469,instructed,1,0.0
470,freaking,1,-0.4215
471,noisier,1,0.0
472,fourth,1,0.0
473,earlier,2,0.0
474,asian,2,0.0
475,windy,1,0.0
476,super,20,0.5994
477,wash,1,0.0
478,curtly,1,0.0
479,october,2,0.0
480,somewhere,3,0.0
481,promptly,5,0.0
482,received,1,0.0
483,south,1,0.0
484,installation/repair,1,0.0
485,profile,3,0.0
486,corner,1,0.0
487,plan,1,0.0
488,silent,2,0.0
489,true,7,0.4215
490,door,5,0.0
491,factory,2,0.0
492,unplugging,1,0.0
493,christmas,2,0.0
494,put,1,0.0
495,turning<br,1,0.0
496,proffesional,1,0.0
497,sometimes,27,0.0
498,bright-white,1,0.0
499,next.<br,1,0.0
500,one!<br,1,0.0
501,neglected,1,-0.5267
502,essential,4,0.0
503,cute,8,0.4588
504,defrosting.<br,1,0.0
505,yes,4,0.4019
506,thick,1,0.0
507,classic,2,0.0
508,cubic,11,0.0
509,put-off,1,0.0
510,honestly,7,0.4588
511,worth,29,0.2263
512,outdooor,1,0.0
513,uniform,2,0.0
514,personal,4,0.0
515,emptor.<br,1,0.0
516,maytag--what,1,0.0
517,logical,2,0.0
518,smart,7,0.4019
519,similar-sized,1,0.0
520,fixed.<br,1,0.0
521,returns?<br,1,0.0
522,even,141,0.0
523,alittle,1,0.0
524,possible,11,0.0
525,quickly.<br,1,0.0
526,powerfully,1,0.0
527,thing.<br,1,0.0
528,promised,1,0.3612
529,trivially,1,0.1027
530,impressed,5,0.4767
531,success...<br,1,0.0
532,whirlpool--will,1,0.0
533,liar,1,-0.5106
534,imporantant,1,0.0
535,unefficient,1,0.0
536,select,1,0.0
537,furious,1,-0.5719
538,popping,1,0.0
539,manfully,1,0.0
540,metal!!<br,1,0.0
541,that).<br,1,0.0
542,messy).<br,1,0.0
543,non-intuitive,1,0.0
544,williams-sonoma,1,0.0
545,dam,1,0.0
546,reliable--many,1,0.0
547,incrementally,1,0.0
548,crispy,1,0.0
549,deep,10,0.0
550,many,75,0.0
551,usability,1,0.0
552,seldom,2,0.0
553,overpriced,1,0.0
554,voice-mail,1,0.0
555,fairly,13,0.0
556,no-brainer,1,0.0
557,electrial,1,0.0
558,minor,10,0.0
559,pan,1,0.0
560,microwave-the,1,0.0
561,serious,10,-0.0772
562,overwhelmed,1,0.0516
563,that,1,0.0
564,overspray.<br,1,0.0
565,nuke.<br,1,0.0
566,yet,46,0.0
567,use.<br,4,0.0
568,unmatched,1,-0.0772
569,serial,3,0.0
570,minute,4,0.0
571,preheated,1,0.0
572,inside,30,0.0
573,mushy,1,0.0
574,non-samsung,1,0.0
575,busy,2,0.0
576,turnable,1,0.0
577,usual,9,0.0
578,digital,8,0.0
579,aside,2,0.0
580,square,5,0.0
581,pad,1,0.0
582,bubble,3,0.0
583,light-bulbs,1,0.0
584,thoroughly,7,0.0
585,easily????????<br,1,0.0
586,capable,1,0.3818
587,handy,10,0.0
588,beautifully,6,0.5719
589,wary,1,0.0
590,spot,2,0.0
591,general-use,1,0.0
592,detailed,1,0.0
593,quick-start,1,0.0
594,gray,2,0.0
595,cheap,29,0.0
596,subtle,1,0.0
597,excited,2,0.34
598,included,1,0.0
599,wal-mart,1,0.0
600,feature.<br,1,0.0
601,ohm,1,0.0
602,loyal,1,0.4767
603,ago.<br,1,0.0
604,it.<br,12,0.0
605,precious,3,0.5719
606,structural,1,0.0
607,great.<br,4,0.0
608,sears,1,0.0
609,keyboard,1,0.0
610,parchment,1,0.0
611,pink,1,0.0
612,top-rated,1,0.0
613,inedible,1,0.0
614,saturday,1,0.0
615,anymore,4,0.0
616,failed,5,-0.5106
617,fine.<br,2,0.0
618,perfectly!<br,1,0.0
619,hmmmm...i,1,0.0
620,backhanded,1,0.0
621,quit,1,0.0
622,intelligent,1,0.4588
623,ludicrous,1,-0.3612
624,conversational,1,0.0
625,primary,5,0.0
626,tuesday,1,0.0
627,iffy,1,0.0
628,interesting,2,0.4019
629,then,176,0.0
630,distinct,1,0.0
631,troubleshooting,1,0.1779
632,overhead,2,0.0
633,fortunate,1,0.4404
634,space-hogging,1,0.0
635,purely,1,0.0
636,arduous,1,0.0
637,faulty,3,-0.3182
638,tabletop,1,0.0
639,tube,1,0.0
640,second...the,1,0.0
641,intensive,1,0.0
642,modest,1,0.0
643,casual,1,0.2023
644,😊,1,0.0
645,dysfunctional,1,0.0
646,super-pleased,1,0.0
647,roomy,4,0.0
648,wall.<br,1,0.0
649,quickly,45,0.0
650,stop/cancel,2,0.0
651,green,4,0.0
652,fly,1,0.0
653,panasonic,10,0.0
654,nacho,1,0.0
655,intentional,1,0.0
656,separately,1,0.0
657,unevenly.<br,1,0.0
658,frequent,1,0.0
659,light,49,0.0
660,day.<br,1,0.0
661,lovely,3,0.5859
662,old-school,1,0.0
663,non,3,0.0
664,read,5,0.0
665,dissatisfied,2,-0.3818
666,uniformly,2,0.0
667,august,2,0.0
668,stylish,6,0.0
669,timed,2,0.0
670,aggressive,1,-0.1531
671,keep,1,0.0
672,people's,1,0.0
673,it'd,1,0.0
674,able,56,0.0
675,funny,5,0.4404
676,constantly,2,0.0
677,slid,1,0.0
678,spacesaving,1,0.0
679,one-star,1,0.0
680,compatible,1,0.0
681,electrically,1,0.0
682,do,1,0.0
683,purpose,2,0.0
684,fit,17,0.3612
685,mutliple,1,0.0
686,else,45,0.0
687,f,1,0.0
688,solidly,3,0.0
689,sizable,1,0.0
690,fortunately,7,0.0
691,tough,4,-0.128
692,out,13,0.0
693,anyway,18,0.0
694,remarkably,1,0.0
695,significant,2,0.2023
696,features...basic,1,0.0
697,therefore,3,0.0
698,preheat,1,0.0
699,sure,72,0.3182
700,loud<br,1,0.0
701,paint???--is,1,0.0
702,marginally,1,0.0
703,pleasantly,3,0.4767
704,sadly,5,-0.4215
705,light/normal,1,0.0
706,non-convection,1,0.0
707,complicated,1,0.0
708,partially,1,0.0
709,silly,3,0.0258
710,sensor,2,0.0
711,shortly,4,0.0
712,space.<br,1,0.0
713,full-plate,1,0.0
714,stupid,5,-0.5267
715,limited,15,-0.2263
716,easer,1,0.0
717,ours,1,0.0
718,manufacturing.e,1,0.0
719,firmly,1,0.0
720,rafael.<br,1,0.0
721,additionally,4,0.0
722,outdoor,1,0.0
723,cover,2,0.0
724,unknown,1,0.0
725,lit,1,0.0
726,pro-style,1,0.0
727,that..the,1,0.0
728,outward,1,0.0
729,hence,1,0.0
730,beep!!!<br,1,0.0
731,samsung.com's,1,0.0
732,audible,1,0.0
733,tiny,20,0.0
734,grit,1,0.0
735,pm<br,1,0.0
736,whomever,1,0.0
737,circular,1,0.0
738,wouldn't,4,0.0
739,s,2,0.0
740,superior,2,0.5423
741,valuable,2,0.4767
742,pre-breaded,1,0.0
743,linear,1,0.0
744,later!<br,1,0.0
745,morally,1,0.0
746,double,5,0.0
747,warm,10,0.2263
748,rotary,1,0.0
749,last,110,0.0
750,second,60,0.0
751,couldn't,3,0.0
752,assurant,2,0.0
753,duncan,1,0.0
754,automotive,1,0.0
755,old,158,0.0
756,sound<br,1,0.0
757,for...which,1,0.0
758,stove,4,0.0
759,decent,13,0.0
760,baked,6,0.0
761,time.<br,3,0.0
762,brilliant,1,0.5859
763,unusable,1,0.0
764,easy,167,0.4404
765,insignificantly,1,0.0
766,users....the,1,0.0
767,aesthetically,3,0.0
768,now,211,0.0
769,microwave.<br,1,0.0
770,terrific,1,0.4767
771,presumably,1,0.0
772,interior,38,0.0
773,made.<br,1,0.0
774,etc...one,1,0.0
775,itto,1,0.0
776,unnerving,1,0.0
777,evenly.<br,1,0.0
778,few,100,0.0
779,forever.<br,1,0.0
780,nobel,1,0.0
781,needed,2,0.0
782,replaced,3,0.0
783,wal,1,0.0
784,they're,4,0.0
785,exceedingly,1,0.0
786,conciderably,1,0.0
787,textured,1,0.0
788,clear,18,0.3818
789,excelent,1,0.0
790,whatsoever,2,0.0
791,extremely,28,0.0
792,repairman,1,0.0
793,attractive.<br,1,0.0
794,before,6,0.0
795,original,27,0.3182
796,upset.<br,1,0.0
797,gimmick.<br,1,0.0
798,it....<br,1,0.0
799,adhesive...an,1,0.0
800,firm,1,0.0
801,loud,47,0.0
802,unusuable,1,0.0
803,lb,1,0.0
804,dull,1,-0.4019
805,catastrophic,1,-0.4939
806,total,17,0.0
807,button,2,0.0
808,foolish,1,-0.2732
809,ikea,1,0.0
810,painful,2,-0.4404
811,for:<br,1,0.0
812,spin,2,0.0
813,modern,6,0.0
814,particular,14,0.0
815,add-on,1,0.0
816,satified,1,0.0
817,inferior,4,-0.4019
818,grilling,1,0.0
819,holes.<br,1,0.0
820,daily,10,0.0
821,around,8,0.0
822,home,1,0.0
823,sudden,3,0.0
824,width,1,0.0
825,action....ge,1,0.0
826,ever,71,0.0
827,recently,20,0.0
828,financial,1,0.0
829,odd,8,-0.3182
830,generic,1,0.0
831,sharp,99,0.0
832,rectangle,1,0.0
833,cheesy,1,0.0
834,dish,4,0.0
835,shipper,1,0.0
836,we'd,1,0.0
837,no-heating,1,0.0
838,interval,1,0.0
839,clearly,5,0.4019
840,rare,1,0.0
841,counterintuitive,1,0.0
842,main,14,0.0
843,reputable,1,0.0
844,periodically,1,0.0
845,child,1,0.0
846,shutdown,1,0.0
847,abruptly,3,0.0
848,left,10,0.0
849,half-power--the,1,0.0
850,virtually,3,0.0
851,infinite,1,0.0
852,ventless,1,0.0
853,physical,2,0.0
854,repeatedly,2,0.0
855,landry,1,0.0
856,humming/vibrating,1,0.0
857,only,342,0.0
858,info,1,0.0
859,fluorescent,1,0.0
860,high-temp,1,0.0
861,boiling,1,0.0
862,truly,7,0.4404
863,we'll,1,0.0
864,fashioned,1,0.0
865,needless,1,0.0
866,fully,2,0.0
867,alone,5,-0.25
868,park,1,0.0
869,differently,1,0.0
870,adequate,8,0.2263
871,serviceable,1,0.0
872,tolerable,2,0.0
873,laden,1,0.0
874,cupboard,2,0.0
875,manual,29,0.0
876,louver,1,0.0
877,up...equipment,1,0.0
878,liquid,1,0.0
879,micro/oven,1,0.0
880,persistent,2,0.0
881,cooking,10,0.0
882,microwave,73,0.0
883,re-heating,2,0.0
884,grilled,2,0.0
885,usa,2,0.0
886,difficult,24,-0.3612
887,unpacked,1,0.0
888,digitally,1,0.0
889,well-designed,1,0.0
890,question:<br,1,0.0
891,oiliness,1,0.0
892,wicked,1,-0.5267
893,uncovered,1,0.0
894,affixed,1,0.0
895,carefully,7,0.128
896,endemic,1,0.0
897,what's,2,0.0
898,former,6,0.0
899,jerky,1,0.0
900,ice-cream,1,0.0
901,middle,2,0.0
902,unevenly,3,0.0
903,perhaps,17,0.0
904,exposed,3,-0.0772
905,magic,4,0.0
906,importantly,1,0.3182
907,mwo,1,0.0
908,loaded,1,0.0
909,best,1,0.6369
910,november,2,0.0
911,literally,8,0.0
912,greatly,1,0.0
913,excess,2,0.0
914,backward,2,0.0
915,satisfied,12,0.4215
916,yr,2,0.0
917,steep,1,0.0
918,back-ordered,2,0.0
919,unnatural,1,0.0
920,kenmore,1,0.0
921,vertically-challenged,1,0.0
922,inches.<br,1,0.0
923,overkill,1,0.0
924,sanely,1,0.0
925,til,1,0.0
926,ultimately,1,0.0
927,unused,1,0.0
928,young,2,0.0
929,wrong,26,-0.4767
930,mirrored,1,0.0
931,buy-back,1,0.0
932,desperate,1,-0.3182
933,blue,11,0.0
934,watt,8,0.0
935,old.<br,1,0.0
936,front,14,0.0
937,legally,1,0.1027
938,regret,2,-0.4215
939,oven's,1,0.0
940,wont,1,0.0
941,inexperienced,1,0.0
942,outside.<br,1,0.0
943,perforated,1,0.0
944,subsequent,1,0.0
945,mechanically,1,0.0
946,was?<br,1,0.0
947,almond,1,0.0
948,user,5,0.0
949,easier.<br,1,0.0
950,looking.<br,1,0.0
951,nonstop,1,0.0
952,fragile,1,0.0
953,furthermore,2,0.0
954,arrive,1,0.0
955,grand,1,0.4588
956,malfunction-no,1,0.0
957,along,5,0.0
958,screen-printed,1,0.0
959,year-old,1,0.0
960,worrisome,1,-0.4019
961,short,35,0.0
962,on.<br,3,0.0
963,sweet,1,0.4588
964,everything--grill,1,0.0
965,intiutive,1,0.0
966,notice.<br,1,0.0
967,there,35,0.0
968,fits,1,0.0
969,more.<br,1,0.0
970,apparent,2,0.0
971,nuggets<br,1,0.0
972,so,367,0.0
973,deceptive,1,0.0
974,thru,3,0.0
975,landfill,1,0.0
976,vip,1,0.5106
977,notified,1,0.0
978,irresponsible,1,-0.4404
979,product--but,1,0.0
980,quick-minute,1,0.0
981,darn,3,0.0
982,afraid,2,0.0
983,throughly,1,0.0
984,limiting,1,0.0
985,example.<br,1,0.0
986,nothing.<br,1,0.0
987,thin,9,0.0
988,ready,8,0.3612
989,too.<br,1,0.0
990,self,1,0.0
991,back,113,0.0
992,thoughtful,1,0.3818
993,english,1,0.0
994,positively,1,0.5267
995,unit.<br,6,0.0
996,straight,4,0.2263
997,cumbersome,2,0.0
998,accidentally,5,-0.34
999,ten,5,0.0
1000,plain,1,0.0
1001,tear,1,0.0
1002,unit:<br,1,0.0
1003,leftover,1,0.0
1004,parts--interesting,1,0.0
1005,poorly,10,0.0
1006,another.<br,1,0.0
1007,premature,1,0.0
1008,gimmicky,1,0.0
1009,"microvave,especially",1,0.0
1010,unacceptable,4,-0.4588
1011,times.<br,2,0.0
1012,ones.<br,1,0.0
1013,completely,44,0.0
1014,blemish,1,0.0
1015,regardless,1,0.0
1016,center.<br,1,0.0
1017,independent,1,0.0
1018,unceremoniously,1,0.0
1019,specific,15,0.0
1020,beat,1,0.0
1021,excessively,1,0.0
1022,evenly,28,0.0
1023,well-we're,1,0.0
1024,minimum,1,0.0
1025,groundless,1,0.0
1026,quicky,1,0.0
1027,there'd,1,0.0
1028,reliable,9,0.0
1029,internal,11,0.0
1030,reheating<br,1,0.0
1031,delicious,1,0.5719
1032,installed,4,0.0
1033,okay,7,0.2263
1034,intermittently,5,0.0
1035,happy...excellent,1,0.0
1036,electric,8,0.0
1037,manually,9,0.0
1038,them.<br,2,0.0
1039,added,2,0.0
1040,infrequent,1,0.0
1041,damp,2,0.0
1042,infamous,2,0.0
1043,slim,3,0.0
1044,better).<br,1,0.0
1045,veg,1,0.0
1046,sufficiently,1,0.0
1047,retro,1,0.0
1048,diesn't,1,0.0
1049,ridiculously,2,-0.34
1050,directly,13,0.0
1051,rear,2,0.0
1052,lcd,2,0.0
1053,died.<br,1,0.0
1054,didn't,16,0.0
1055,oven,107,0.0
1056,labored,1,0.0
1057,turntable,70,0.0
1058,numeral,1,0.0
1059,advanced,2,0.25
1060,noisy,14,-0.1779
1061,conventional,5,0.0
1062,white,24,0.0
1063,illuminated,1,0.0
1064,angry,1,-0.5106
1065,you'll,5,0.0
1066,go-to,1,0.0
1067,burnt,3,0.0
1068,defrost,2,0.0
1069,eleven,1,0.0
1070,nonetheless,2,0.0
1071,direct,6,0.0
1072,fabulously,1,0.0
1073,fear,1,-0.4939
1074,executive,1,0.0
1075,economic,1,0.0
1076,happy,85,0.5719
1077,lot.<br,1,0.0
1078,identical,11,0.0
1079,upwards,1,0.0
1080,homemade,2,0.0
1081,re-installed,1,0.0
1082,gently,2,0.4588
1083,curved,1,0.0
1084,parts-don't,1,0.0
1085,sort,1,0.0
1086,speedy,1,0.0
1087,minimal,3,0.0
1088,u,1,0.0
1089,kitchen.<br,1,0.0
1090,bread,1,0.0
1091,microwave-only,1,0.0
1092,ugly,3,-0.5106
1093,michelle,1,0.0
1094,issues.<br,1,0.0
1095,everyday,4,0.0
1096,helpful,10,0.4215
1097,"norcross,ga.to",1,0.0
1098,occasional,1,0.0
1099,improved,1,0.4767
1100,amazing,1,0.5859
1101,july,2,0.0
1102,uh-oh,1,0.0
1103,thank,2,0.3612
1104,rounded,6,0.0
1105,advise,1,0.0
1106,warranty,8,0.0
1107,well..good,1,0.0
1108,cook,3,0.0
1109,sugar,1,0.0
1110,it'll,2,0.0
1111,combo,1,0.0
1112,prong,1,0.0
1113,accordingly,4,0.0
1114,solid,16,0.1531
1115,one-year,2,0.0
1116,somehow,2,0.0
1117,vague,1,-0.1027
1118,upward,1,0.0
1119,instead,41,0.0
1120,largely,1,0.0
1121,severe,1,-0.3818
