,review_id,compound_unclean
138,R18JPP76OIVSYS,-0.1419
139,R3V5MRB4KSOM38,0.0
140,R229L0AZ6UWCWD,0.25
141,R137V5NHV2NSB5,0.4926
142,R3K6L7QQUZMO29,0.9792
143,R3G21HB41QRFKP,0.7496
144,R1WJL5LJFDXMAG,0.6369
145,R1JMEC4M3M2GJE,0.4019
146,R29LL4XZOWGY1J,0.0
147,R2UBXQ9828XH2E,0.8384
148,R2UJJ3N7WD5WFZ,0.1901
149,R1GNJG49AVFT87,0.6696
150,r1edn9n4ffkgh5,0.4404
151,RG2TK2BB1MU9T,0.7964
152,R7E7RZVZV9WLY,0.6696
153,R2QR0N9SU90DH0,0.9172
154,R3CWQVRM78QIP9,0.9416
155,R1RNVSK1EBVHUM,0.1154
156,R2LINUKDDR0Q7C,-0.6365
157,R1S1D4I379048K,0.877
158,R3H0J5LEHLQJP6,-0.4767
159,RQQ4PCUMT0JXK,0.8653
160,R3T07VRZ362OOV,0.8953
161,R2RMZRAXQ55RFC,0.4404
162,RZRA3YTG55QV4,-0.126
163,R3P64C6BA8UM0E,0.8268
164,R2W23KJOOAW2Z0,0.2263
165,RJIDW1C1TZY2R,0.8016
166,R311OEV7PEP0N9,0.9522
167,R1PMC2ZC4KYQ8H,0.5719
168,R1URE9NUB5M9C,0.9229
169,R1FJQLOIBJP4Q9,0.0
170,R2ZSYO3D4SFPOV,0.9412
171,R122IEEP0BOR2T,0.5093
172,R1CEDKY6PWIX1M,0.6114
173,R2U9QQ1BVZY6QF,0.3595
174,R3IJPF591TKS7D,0.9183
175,R3R58IL0C8S5QI,0.9129
176,R2WZTV9X59OZJU,0.6249
177,RIG3G4U0SGIXF,0.6369
178,R2BM86HJ4VF6LB,0.784
179,R18TPJPWJP13YJ,0.5719
180,R18ZDG79G1QRK6,0.7257
181,R3BMA4W8AQER7O,0.8928
182,R1JQSNGYY9IDOK,0.4753
183,R30FLLU4LMU9FI,0.784
184,R38V0E9WKGODNU,0.69
185,RWH3I8QXID8PK,0.6387
186,R2LTY048BJP05E,0.7096
187,R18X3WCUV17RGF,0.9523
188,R3KLNBZOXZ9LGP,0.9215
189,R397BQWVZXQLXC,0.6696
190,R2ITXHG8RIYUTR,0.6369
191,R32TBILM50KVRT,-0.4939
192,R1XU1LOMQP88ET,0.765
193,R2TOQKO7CVPBWM,0.0
194,R3NPABXE2LY95A,0.0
195,R2DQVV28C3I4AJ,0.0
196,R2XX7A3Q3XJER5,0.6696
197,r2sf462v3123g7,0.9398
198,R337HCTI1HUCBD,0.9037
199,R29XDWJQ3P2I0E,0.4754
200,R37650H6KT5H7E,0.6892
201,R2XRB5639QYMNB,0.807
202,R2Y4P4TS98DAPY,0.0
203,R1O9T1K8IYN5Q9,0.6988
204,RLNZXB3WVKS4D,0.8575
205,R149FIQTT4UEI2,0.296
206,R1N7EF72A6DM0W,0.0
207,R3FR7WC1G37EYE,0.7783
208,R1NSMQ5JU6W4W5,0.3506
209,RSAFMF30EFKM0,0.5551
210,RQJIDW26VOJIQ,0.5095
211,R2KETEZ16KAUYR,0.7425
212,R39QAJKWQWQ1LS,0.7684
213,R30BWUNE320GF6,0.7274
214,R1DVI494ZWEMK1,0.0
215,R25J9FHCLBEKL9,0.7878
216,R3CG4QDJNO4W74,-0.7599
217,r125xo737es4bf,0.5255
218,R2N4UYQ6QLUWJ4,0.8402
219,R10KA44L8SB59A,0.0
220,R25B48DBYSQJNA,0.3612
221,R105FCW7G8HS3,0.9474
222,R1GRT261B5Q5KK,0.9001
223,RMRAOH9LOV6Q7,0.6935
224,RY8WVLR81BMM4,0.636
225,R12B95ZC4GO4H6,0.8277
226,R19RCA7LH3DSF8,0.4404
227,R3GX1I6WBEUDMN,0.4588
228,RML2E0TXZE66F,0.8935
229,R5N979X7IOIFG,-0.6633
230,R1FBW7UO8LH04J,0.25
231,RSI7UB1L2U0AW,0.9739
232,R2W3RWKE5AP90R,0.4588
233,R61OIRB78M7OW,0.0
234,R2WPQQNPXZRVDO,0.5989
235,rhw33rlfqf74g,0.8977
236,R3J4GQDWRSATK6,0.4588
237,R1XHSO1BYU7EAZ,0.8173
238,R3F4WULSHPTNSC,0.8691
239,RQ3CSRKN1GR1F,0.6124
240,RCSXFT6RP2WJG,0.3716
241,R2GY61ABKWXA73,0.9201
242,RO2ANKRS18RAL,0.3544
243,R1IP03D9KKGHIQ,0.8748
244,R2BZURO7E6FE4P,0.4588
245,R39BKWATGQB2G6,0.9509
246,R2VNJYJ2ING6DK,-0.2491
247,R1NKP0KPD5WQ4G,-0.1336
248,RAP57BOKBA5HS,0.83
249,RHF6LHG8EBLUH,0.7712
250,R3SHSJ9378AEQ7,0.7265
251,R1CJ1FG43XG73Y,0.9743
252,R1G56SKEHO910W,0.0258
253,RAQWMDZTMXBN7,0.6955
254,R23NTHCL6DA7XL,0.6461
255,R3MJQ5Q5M8PK4M,0.9348
256,R1A97S7ANH0QGN,0.5095
257,R143I8PT9UZE8V,0.5994
258,RU703Y6BZRXBD,0.6468
259,rejc47q873yfn,-0.128
260,R1JTK9ABGYY649,0.4034
261,RH5PMMGMXCUO,0.4588
262,R2Q5CM6K0HLV01,0.8299
263,RINA75IQG4ZQG,0.3818
264,RMAT8G9GEYIZE,0.0
265,R1H5JUSRZG485A,0.875
266,R34GHAQZRD2SD7,-0.6403
267,RZFSV4WHIMQ85,0.8904
268,R24IZA70V6QE4T,0.0
269,R3GZ6Z3OI9F8GN,-0.2755
270,R3LOPYN3ULKLD7,0.8555
271,R3F0BUMWSHCJXS,0.8109
272,R3Q7UX32O94W9I,0.7654
273,R2ZWNIT292DMLK,0.6249
274,RNEAT8MO5S0PU,0.7715
275,R3HI59KTCW7OYI,0.1506
276,R1CK430MSOULN4,0.0
277,R2411A5KGDBDSJ,0.807
278,R1UOBUWUI9IH54,-0.8293
279,RA1JZ2V7PGG5H,0.6588
280,R197FO0RGOQNHO,0.75
281,R2SVQRY5SORYTL,0.8544
282,R1C3598425H49E,0.0
283,R1HK8JFZWZRRAN,0.0
284,RSPGIOT7L7NGP,0.8316
285,RNQSMDPJGBEGJ,0.9202
286,R1X66YYZHPN0WL,0.5987
287,R3TOVS78B12LKJ,0.9759
288,RCRFOM2V6S8NI,0.0
289,RGYUK4VN87AR8,0.9765
290,R390UOC8YT8VAT,0.0
291,R17JQIGBPUE27J,0.25
292,R26XFG8COBT989,0.8854
293,RIQQ9UHMS5WLQ,0.8442
294,R3LCJMAWNVEO8M,0.732
295,R4991O1JO1AQY,0.9117
296,RT0N21DSHAMK6,0.7067
297,R29E2PH0AAHWA9,0.9557
298,RDRTJCS9V08CF,0.1245
299,RR5EHSP7GVZD6,0.9133
300,R1DU1OJVV5IAL2,0.0
301,RBYG2NJ9MZ5UX,0.8735
302,R16SXYJLPWW94F,0.9626
303,R38AS7XJB7A1PI,0.4404
304,R1OPDEMNGX8154,-0.34
305,R2TXNQUGXJIUX6,0.0382
306,R17K8Y2JHVYB1U,0.6901
307,R2JC0TERDDT0UU,0.4588
308,R15SNJ8GT8EJYO,0.987
309,RM937Z4TWP4C4,0.4404
310,R1HMFY39T7W1M8,-0.6807
311,R30J8Y0YRYGIMK,0.5434
312,R2U2P4JZNO00T6,0.7546
313,RV7C12B382IS,0.8642
314,R2RE6O9SCATQAQ,0.8193
315,R35S9A8XWEVBAF,0.9431
316,R20D0XMNZYY1A2,0.8689
317,R2V7C2AAYMGYCW,-0.1232
318,R31AOW2SD4WPFM,0.9164
319,R3L36UE4NU8BPX,0.7579
320,R1NJ7BTSAAU4L7,0.2401
321,R2MM0U97J64S3Z,0.7579
322,R3H3I6G9YP3ZX6,0.169
323,R1QE5SKKIW9JIJ,-0.8398
324,R2QRTIPDJY4LX0,0.1496
325,R36GVO8KWSP973,0.7717
326,R39BJCX12A19MO,0.0516
327,R2XGBJOARLHZ44,0.6369
328,R271YVALK7P4XN,0.4404
329,R3JYQMOLT4JI7R,0.7506
330,R22A5YRDXMZN9F,0.8283
331,R2BD5EN7U9822D,0.765
332,R1I2H7G4RQHKXY,0.5061
333,R2V6OUI6TTL86E,0.6988
334,R3B438I5X4ECK5,0.4404
335,R2C5LB62ZS98XG,0.9416
336,RGZT8VTE4F3GI,0.3716
337,R11MAVQ8S9IW29,0.6588
338,RFTG1VQQFDPYK,0.8883
339,R2VILUANTZ1ATY,0.8074
340,R1BKBTRGUU6XRY,0.8689
341,R3ELY165URG1JW,0.3634
342,ROGXRUD08JBUL,0.6476
343,R3JQUP6OX3E6GU,0.9393
344,R3I13FSMLV1H11,0.6725
345,R1TXS8HU3DVDNP,0.4215
346,R3JPSKGC51TJ99,0.7841
347,RI1O3GIOFQTUM,0.0
348,R23OUNBGLMLM9K,0.6249
349,R1NGJTRYLH8GJX,0.6696
350,RONO8O7RUZSWZ,-0.7552
351,R1SZBT9LTC3OQ9,-0.5553
352,R19KQ54WGV3123,0.0
353,R3SKKMERP2FSM5,0.5302
354,RPW3MASJB8TPW,0.5551
355,R2PPDVHPFFS9HG,0.6249
356,R1HND9LLFLICE3,0.4404
357,R2Y8I5G2CPLVRJ,0.8201
358,r7yiyhzgmz341,-0.0261
359,r3jf253xo6qega,0.6369
360,R3PLY2ZOB5EXK7,0.4215
361,R36NN3U74L9UPA,-0.4005
362,R3UK4164FZF2M6,0.9987
363,R2RCM67QCUH96,0.6652
364,R2AXOVTV9MVHK9,-0.6732
365,R8QSEJ6746FBI,0.8377
366,R1L1FY1YV165FX,0.9054
367,RXOJ1VDCO9MR,0.6249
368,R3G102GH42T752,0.6249
369,R597BJ5UKAOQJ,0.7844
370,R7I08XM7W4R4Z,0.5719
371,R2ZQ904YHZABI9,0.4588
372,R2LG562SDE07JT,0.0
373,R1SSU81JTBL1Y8,0.5239
374,R3Q15CNRAYU5A6,0.4404
375,R3RENA55ZA3RP5,-0.755
376,R1JF8CTBF3ELAT,0.4939
377,RNRZWK8GDJ0L2,0.8924
378,R2H3K584HE3T7Q,0.9402
379,R27S8TPPMWVACM,0.4588
380,RY2GYY1OU6U2W,0.0
381,R3OQV12346EWQP,0.872
382,R2T8K0QGKLT1TT,0.5106
383,R365JG618IVVOB,0.6249
384,RPC39D5GPU6YV,-0.4019
385,ROSCH80LW48B2,0.0
386,R3SHOF2GESYLV,0.8622
387,RMCQCA9DTFJPL,0.6988
388,RHMLFIK7C3J51,0.9735
389,R2DPSOILOJSXOY,0.6131
390,R2J49GKDWBSXT0,0.6836
391,R3HPSXDQ6D5H0C,0.6696
392,R2KC1500ANFRTH,0.6785
393,R4HCJEN08DRG6,-0.6256
394,R3HPXB6KWAGJVC,0.6369
395,R1H2KFAP17NQYQ,0.5974
396,R1PUEFPIB7P8O6,0.0
397,RG36ON5LI5XXD,0.4215
398,R13U1TGOG2S8W3,0.5945
399,R1UAUVELPSGW14,0.6114
400,R33DAGVU1WFIU5,0.6249
401,R2Q7NRZSUJ76FQ,0.6478
402,R6GHXEJSVGDAK,0.8999
403,R23FNKWVQFUE8P,0.34
404,R2ULRT476ONXZA,-0.4019
405,RI4878DTO10VK,0.6808
406,R16VH3Z471YH9T,0.8858
407,R10BVE9ID87NUO,0.6696
408,R1WYEBC8Q7LV0I,0.8622
409,R3MM4JCS16YREI,0.5719
410,R1JMVE9QBAT2RQ,0.8442
411,R11DYGJY2VWL8L,0.7964
412,R3SSAU82KEF6I6,0.8513
413,RPKLIISW1BW5L,0.2382
414,R2LHGR67W8IQWP,0.9358
415,R1W12I5MPF1T8P,0.5719
416,R1XZHU054O4GK3,0.7506
417,R1IOBMBNNN37J3,0.6249
418,R1VMYMBPTWUW8S,0.8543
419,R32J10H6LDKI1T,0.6697
420,R1MY8RQ13MWB91,0.5719
421,R2T3RGBB7M6MGZ,0.5266
422,R1L3OEJAAJTHSR,0.4973
423,R3N9EPF3W22DOR,0.906
424,R3GQ69T8JWMFJ2,0.9712
425,R2R4PZVL0G9XZ0,0.8464
426,R2KQB054KSJF7Z,-0.7859
427,R1PTQ2EQTG6R70,-0.106
428,R2F2841PQKTUSK,0.0
429,R2A5G02147BHRT,0.6277
430,R1R7J0Y5YSQM0H,0.937
431,RQHX5AYGDU9CN,0.4898
432,R2KQ0K1I67QNXL,0.6864
433,R3CS2RSEBIQBB5,0.2382
434,R1JCBVWKUGHKUW,0.7102
435,R3RUX990DX0EW3,0.9795
436,R3KMXQ5DS9K4KF,0.958
437,R1R7KC01YPJFZP,0.9548
438,RFWIDCLWVOG6G,0.4898
439,R37NWVSP7CZGH4,0.7269
440,R2F3LDEWTPFP50,0.9097
441,R296CIW8SYQ8YP,0.9687
442,R3NO0PEH2XG7VB,0.2707
443,r17n5xx3v0njuu,0.0
444,r3o4p7shsgvv0l,0.6588
445,R1F31967MRDKPM,0.7871
446,R191ALUGW7SDN5,0.9259
447,R1U2NWVAFS6GRX,0.8858
448,R3SRSD6REGOIUL,0.6145
449,RUV57C3XAW0JM,0.7906
450,R2T21HWD5XY5JW,0.6467
451,R2ZIS3AJDX6WZP,0.7545
452,R2N2CMGRDGJQNU,0.8715
453,R1BNBD8FOPRY7E,0.6784
454,R242B5KP150J9H,0.705
455,R2FVR8YNA7M50F,0.8655
456,RHI1PK63HRT9N,0.5719
457,R38YC6M6VC5F7O,0.7901
458,R2I4TE55HERN1U,0.6476
459,REUN6T2N0RVI4,0.0
460,RL7FEOXHVAHLJ,0.9378
461,RDR9ZCGTCEI31,0.9648
462,RITXO4VTVA5C7,0.4588
463,R396BRYZ3L1N4H,0.5994
464,RSV0UGBN5QP2G,0.5719
465,R2VZ01VEZGIRGT,0.5719
466,R382FSMJY1AFN3,0.9473
467,R3TBEG0C5IDFIT,0.9489
468,RUGG1EICQUWET,0.615
469,R2HC1HHRBC82VN,0.4588
470,R3TF8GYRKMNBEZ,-0.8281
471,R2A6X0WM1BYLS5,0.765
472,RX9L39MZIWKSP,0.9084
473,R1NJWFSHNY3156,0.8712
474,R1ZCWJTVUZB0R,0.6369
475,R1F3A1S86Z2LPW,0.5719
476,R2GBAXP9K2O1MF,0.0
477,R2QNKQWWUGM41N,0.8462
478,RG0YTEQVUQI21,0.4939
479,R3C9P6MB3VKBY3,0.4404
480,R1KBGEPOWTBK8Y,0.5719
481,R2ESRA1C9856SP,0.0
482,R3MBUZJAR37QE5,0.0
483,R2M1F66T61GS59,0.784
484,R23GR83F2BC4C9,0.875
485,R3OJVHY89NS993,0.7133
486,ROHN0QFU4L8W6,0.0772
487,R2TUDM8UCARSZP,0.6114
488,R39F0CBM8IA2MM,0.9272
489,R3DDQOOA1MVQB4,0.8126
490,RS9UF7LVSBXM9,0.878
491,RAV8S3Y87XB3Y,0.6696
492,R3T91UXMU1BLY6,0.0
493,R26QQ74HX9LQ4L,0.9001
494,R37XZKQUCHSMC8,0.6588
495,R12VLP141UHBPT,0.0
496,R1KFMHB02UDA67,0.7995
497,R3BCNB6OGFTE1P,0.4588
498,R18MQY37T8SN1X,0.7196
499,R395S6DZ5V0D5J,0.5719
500,R1BB1EOBZPTD4C,0.1761
501,R2F60XNMU31CMV,0.0
502,R1CRA47PBHXR94,0.6219
503,R43K7RKFT08VO,0.8713
504,R3IFDYYDFUZ9TM,0.761
505,R3ORJC4PZN4VYG,0.8746
506,R37STO31U552IH,-0.8869
507,RXBHBL79V6KZS,0.0
508,R2MC1LZKTVFCL2,0.5411
509,R2X32N4Q4ZKPNH,0.765
510,R2G8ASJY7FVCHS,0.4215
511,R1B3UVP89GDWJE,0.0
512,R2S6ZE0NAOWOGO,0.6249
513,R23VNGZHPJUE9,0.5719
514,R1CW3XXB62N7ME,0.4574
515,R36M84HW5WW6LP,-0.25
516,R30548LR281H9B,0.6369
517,R31LSA5UPBKUY8,0.7841
518,RWE6QPBA14T4A,0.8118
519,RRQSPZDGTHQX9,0.6249
520,RIU6LYXIFJFRU,0.3182
521,RH7VYE70NBCPT,0.7899
522,R1WQYZNBTSTARX,0.4939
523,R3I1DDVR0W86P5,0.7089
524,RI6453312J98F,0.6369
525,R1629OIJT37651,0.7506
526,R1MF1Z578I0N6P,0.2591
527,R2ZUM0UNFCZ28R,0.8011
528,R1INNDOZ58TZWB,0.9823
529,RDF1A4Z00UF3L,0.7964
530,R2TNIOAN3I0LVE,0.8346
531,R149JEHTRARYI2,-0.5256
532,R1Z9DOKW1VU4M5,0.6249
533,R2EUB8WTYJP0YO,0.0
534,R1UGEUPQ4908YX,0.9001
535,R1C6OU3UFRB3TO,0.882
536,RDFOTJYIZORKG,0.6369
537,R2DQ2OVQT01ZBV,0.7964
538,R1GCT5LSXPYKI5,-0.481
539,R1SA5JQ8UQP0S9,0.875
540,RD8YHFLNPQSRZ,0.7574
541,R2GXHUQXWYPV6G,0.6114
542,R3G3KC511UIU9L,0.25
543,R3UV8NMIB5AICU,-0.1327
544,R2VF7IFNIIMP0J,0.6892
545,R2UEAXY4OR20IG,0.6369
546,RO0530RH33XOK,0.2263
547,RF42BMJZMZ669,0.782
548,R3NYY6TJD7EONN,0.8481
549,R72NF1XQ58HMX,0.9186
550,R3CUQB9V77QDCD,0.6697
551,R1XZQLEMS26MNR,0.3382
552,RKL6WTWVG27G9,0.0
553,R2J1D5GBZNNS6E,0.9188
554,R1BP7WDGHM4FVB,0.784
555,R28QJVA8I1HPER,-0.3538
556,R1JZTNKOSBA0LT,0.0
557,R1N4VZ1VKV0QCE,0.8396
558,R29ZNR2UKL0LDQ,0.9008
559,R1GNQADNCESF7L,0.0
560,R3PC7IH0YX1T29,0.9485
561,RJN8SUSFCLABP,0.6124
562,R3CJZYMUV787VV,0.9595
563,R3SN1O68XGSL62,0.5719
564,R1KDYTGE7CRTMG,0.8955
565,R1UI0GXKNXYUCK,0.6941
566,R1EW18YBO5T8SK,0.0
567,R1M05KPEJ229C0,0.4754
568,R386SQ69JFWLOV,0.891
569,R13K0ZX6MSL2KT,0.8934
570,R153NHQG1JVG94,0.8519
571,R3UQJKEIO3DHZN,0.4927
572,R15KD9163OEVT0,0.775
573,R19PQOOP4WMZRI,0.0
574,R1H0LN32AQASF9,0.6369
575,R19UAVAWX9L5S7,-0.2617
576,R137S6JPJKZHE,0.9149
577,R1U53MNCU2EA8X,0.7717
578,R30ZP84G3IT8H1,0.1779
579,RSTFPS0TPODK3,0.6369
580,R3FUEB91Y1R7PP,0.0539
581,R27OKATKHC12OQ,0.9319
582,R2T05S953UDD2D,0.0
583,R2EJU7WNN6BQJK,0.6249
584,R1ALRKTQEK9F7I,0.7906
585,R3SVE5K7OBS816,0.0
586,RPIKV0G47BOA3,0.6696
587,RSZIRCEHDM3GQ,0.9911
588,R1A4NWHA7IF40F,-0.7105
589,R16FYTRHW6S5QT,-0.5756
590,R13HNPSJIVK3PJ,-0.765
591,RV6H51L48DZJP,0.765
592,R3PPWXV2SATXOQ,0.9094
593,RELAOI4O0P3YI,0.0
594,R1OH8XSCA5P1NJ,0.0364
595,R21AGKUYK6Y05Q,0.4927
596,R1CJQNAVSQ2WXT,0.2144
597,R2O0PE5MX9EV9S,0.6114
598,R3VUIM555DPSSU,0.6346
599,R16UL7IK08V071,-0.7096
600,R1A4JTS6QX6JJO,0.4404
601,R2RMD2SKF8ONE7,0.5719
602,R2XVNCA2X1EBY7,0.9484
603,R3U7BW5P7GLAAE,0.5707
604,R72OXA1DDBKYY,0.6696
605,R2YY9S00HJCAT4,0.8885
606,R8986PPYGYW1K,0.4404
607,R3IBKCKQSQLMC1,0.8547
608,R11RAF6556EEXV,0.0
609,R1V9QKG695R0QL,0.9337
610,R12PWLGXBFMHS3,0.7245
611,R1CJLIFFZLNH6F,0.8297
612,R3J3I5OSO3SKS0,0.5719
613,R3AZBKG2KNPJ99,0.787
614,R2FPQTFSX8RQ2L,0.5994
615,R1IEU9LGMLKSMJ,0.8885
616,R2N7YPZDDHXG8W,0.0
617,R2JX5M44KDHLNC,0.8639
618,R2POGM5TS0P1R0,-0.0217
619,R13HM0GH5FYWU8,0.9564
620,R3R0AZFKJ57WK,0.7615
621,R2O51S2Z4TA1BF,-0.2182
622,RPO3K2VEOF075,-0.5849
623,R2ADL5KPYYTUBO,0.5499
624,R3UOGWA8GA8Q1R,0.7003
625,R2Z9J7BRT7QOFF,0.7202
626,R3NR7A2W75JC4K,0.9537
627,R25FDODCRSGX6P,0.4215
628,R298UMIID8R1YH,0.6696
629,R1YAJ06Q2FNKDL,-0.3071
630,R19SGWJKOGU4BO,0.0
631,RZ7SLJJG0PN7V,0.8491
632,R1WV26Z50UTPVZ,0.8775
633,R2I6EMESDR0WVD,0.4404
634,R1FCO40ISUBAWL,0.8908
635,R38VWYTDSY7B2K,0.6249
636,R3DM2Z2OW5VZAK,0.7949
637,R2Q9F65GNK5N04,0.9221
638,R163FO642L156,0.7906
639,RNJR67TY6NA0,0.6588
640,R2U2MW7SF4UZBT,0.908
641,R1DVXQ3MJAC3Z8,0.0299
642,R2Q16WZ24WEC0V,0.6988
643,R28E5PC24Z18HP,0.5095
644,RZTIWA8UJZF3J,0.5766
645,R3U79Y7C4Q1RMJ,0.0
646,RYZXK143E4L7Q,0.3017
647,R2ZE2RYQFKFT8A,0.0382
648,R1KKN3XND1IN3O,0.5719
649,R1VBRRP768MJQ0,0.784
650,R2NHIQTUV56NOH,0.636
651,R1BC0BW14IRI7B,0.0
652,R2CU0ZR4CO2HNU,0.9534
653,RAUXFUFWVBR3O,0.7159
654,R1RHX64IM1ZNOK,0.836
655,R19VJCWX8PBY8X,0.6239
656,RBJY2SBYK7Y8P,0.2469
657,R27RFW4N8LE686,0.7055
658,R247MB9GOWKTE6,0.9892
659,REV9IVAX86D0G,0.6249
660,R1OF3I4CBEVR78,0.5719
661,R1DT93VACKSE5X,0.4404
662,R2M97UI2Z9ZAN8,-0.6369
663,RVFDBPR34QLYF,0.7579
664,R2TU707G1CI41D,-0.296
665,R232IU05AJ113H,0.8126
666,R15B0GJ6T3FY18,0.6114
667,R3MMDA50YPQMEV,0.2942
668,RWT4KORM2X7S8,0.9771
669,R2448NA2RRYPXG,0.6249
