,review_id,good,new,perfect,easy,great,never,negative,bad,dead,horrible
155,RNFBX2GNO7UDW,not,not,not,in,not,not,not,not,not,not
156,R3LPHRFYN1YARG,not,not,not,not,not,not,not,not,not,not
157,R3L9W316F5XNCK,not,not,not,not,in,not,not,not,not,not
158,R2JYDRY6S8XCW9,not,not,not,not,not,not,not,not,not,not
159,R1YZHE6E5J8WBB,in,in,not,not,in,not,not,not,not,not
160,R15VV70DD5Y32T,not,not,not,not,not,not,not,not,not,not
161,R1GUQ9D9ROKIA9,in,not,not,not,not,not,not,not,not,not
162,R3NR7YX26QU15N,not,not,not,not,in,not,not,not,not,not
163,R163LW970AY27D,not,not,not,not,not,not,not,not,not,not
164,R3I90C5MG6JQSH,not,in,not,not,not,not,in,not,not,not
165,R2HYWHBN8MWANW,not,not,not,not,not,not,not,not,not,not
166,R29YECPAW0J2XW,not,not,not,not,not,not,not,not,not,not
167,RC1V9WJOMJ17E,not,not,not,not,not,not,not,not,not,not
168,R1KA167MA5TX0B,not,in,not,not,not,not,not,not,not,not
169,RIH1YQOP3DBXC,not,not,not,not,not,not,not,not,not,not
170,R189SLGHXGGHE0,not,not,in,not,not,not,not,not,not,not
171,R1T6P3VLB0KK58,not,in,not,not,not,not,not,not,not,not
172,RICLDNUBRB4ZZ,not,not,not,not,in,not,not,not,not,not
173,R12TRBRT2TGCTJ,not,not,in,not,in,not,not,not,not,not
174,R2X69W4OFW9TF0,not,not,not,not,not,not,not,not,not,not
175,RWN0SBTAQZ2EI,not,not,not,not,not,not,not,not,not,not
176,RZWZLCI38F3WA,not,not,not,not,not,not,not,not,not,not
177,R18RK4AMZPKAT3,not,not,not,not,not,not,not,not,not,not
178,R1L8UQWDQ97S4Q,not,not,not,not,not,not,not,not,not,not
179,RR94LC4GJ50O1,not,in,not,not,not,not,not,not,not,not
180,R1LZARCZY8L7MS,not,not,not,not,not,not,not,not,not,not
181,R1H2HJ1HNCK65T,not,not,not,not,in,not,not,in,not,not
182,R2XK3M2NFIM2FO,not,not,not,not,not,not,not,not,not,not
183,R2X6QIO45VVIJS,not,not,not,not,in,not,not,not,not,not
184,R1RWUZNR4OCN0L,not,not,not,not,not,not,not,not,not,not
185,R2H26J3O0ED2Y6,not,not,not,not,not,not,not,not,not,not
186,R28SDES59I6W9Z,not,not,not,not,not,not,not,not,not,not
187,RBBLEFG4QUYJM,in,not,not,not,not,not,not,not,not,not
188,RLL0U047K7JS3,not,not,not,not,in,not,not,not,not,not
189,R2T2GA18YO2XDA,not,in,not,not,not,not,not,not,not,not
190,R272H0JXKQ9X3J,in,not,not,not,not,not,not,not,not,not
191,R1TLN21I325FS5,not,not,not,not,not,not,not,not,not,not
192,RPOYPOP5E2VQ6,not,not,in,in,in,not,not,not,not,not
193,R3VHNN6DJZM9XB,not,not,in,not,not,not,not,not,not,not
194,R2ZLYJVWQC7AAO,not,not,not,not,not,not,not,not,not,not
195,R22DA3Q27Z30AI,not,not,not,not,not,not,not,not,not,not
196,R31XQA3VURA579,not,not,not,not,not,not,not,not,not,not
197,R1541OS04QRJ5C,not,not,in,not,not,not,not,not,not,not
198,R3NYX8QMSUHDZP,not,not,not,not,not,not,not,not,not,not
199,R2570ZHCI4D5R9,not,not,not,not,not,not,not,not,not,not
200,R2PATR8EL5FJC7,not,not,in,not,not,not,not,not,not,not
201,R1061QYUBNR3EC,not,not,not,not,not,not,not,not,not,not
202,R2K57TO4G9FC9C,not,not,in,not,in,not,not,not,not,not
203,RY5ROV01NTKD3,not,not,not,not,not,not,not,not,not,not
204,R1R0UN7M77DW5A,not,not,not,not,not,not,not,not,not,not
205,RNUQ2JDMH8QHV,in,not,not,not,not,not,not,not,not,not
206,RK5D50840CCAE,not,not,not,not,not,not,not,not,not,not
207,R23HJ4TLYTCUER,not,in,not,not,not,not,not,not,not,not
208,R122I01R3SG3YQ,not,not,not,not,not,not,not,not,not,not
209,R10J20RIZIRYPC,not,not,not,not,in,not,not,not,not,not
210,R20U165C43HAQA,not,not,not,not,not,not,not,not,not,not
211,R300ZT6T6O9XBW,not,not,not,not,in,not,not,not,not,not
212,R1BC3E2QS68XXX,not,not,not,not,not,not,not,not,not,not
213,R3N3RL34MMGNJG,not,not,not,not,not,not,not,not,not,not
214,R1QJVNDARZR0P3,not,not,not,not,not,not,not,not,not,not
215,R2A0554RLEXC1L,not,not,not,not,not,not,not,not,not,not
216,R3O9NNGYOCY2Z4,not,not,not,not,not,not,not,not,not,not
217,RWPICUU5Y75N8,not,not,not,not,not,not,not,not,not,not
218,R1OBGOWZEHPYK2,not,not,not,not,not,not,not,not,not,not
219,R2ZNL13RMQRWH6,not,not,not,not,not,not,not,not,not,not
220,R3KXSH8GS72ZHR,not,not,not,not,not,not,not,not,not,not
221,R205I5IVIPNKWB,not,not,not,not,in,not,not,not,not,not
222,RJGT5P2IVO09N,in,in,not,not,not,not,not,not,not,not
223,R109GLOGRQ2E5D,not,not,not,not,in,not,not,not,not,not
224,R3O8C1BJYKZ6Z5,not,not,in,not,not,not,not,not,not,not
225,R8B773YIDRE9Z,not,not,not,not,in,not,not,not,not,not
226,R3FKOBEPUG4D57,not,not,not,not,not,not,not,not,not,not
227,RA40MJPJ5L90J,not,not,not,in,not,not,not,not,not,not
228,R16LCB3C22CDEE,not,not,not,not,not,not,not,not,not,not
229,R1D9P6NZGXRTZH,in,not,not,not,in,not,not,not,not,not
230,R29H2P36FDDCQZ,not,not,not,not,not,not,not,not,not,not
231,R6K84574GQB7A,not,not,not,not,not,not,not,not,not,not
232,RNHJCWGCXCYIE,not,not,not,not,not,not,not,not,not,not
233,RCHSF6V062F0K,not,not,not,in,not,not,not,not,not,not
234,R3LLUXQC656K33,not,not,not,not,in,not,not,not,not,not
235,R3UMLQR0WFBJ11,not,not,not,not,not,not,not,not,not,not
236,R2KLJXKH63Q79X,in,not,not,not,in,not,not,not,not,not
237,RA7TKH17IQK12,not,not,not,not,not,not,not,not,not,not
238,R22JV9UGDBU4T4,not,not,not,not,in,not,not,not,not,not
239,RP2MT8N1SZ89T,not,not,not,not,not,not,not,not,not,not
240,RGDMD4BTMC6F0,not,not,not,not,not,not,not,not,not,not
241,R3QIBYTTC1BM0J,not,not,not,not,not,not,not,not,not,not
242,R3KM1U52ML5ABN,not,not,not,not,not,not,not,not,not,not
243,R6ITZ4QZ7PPYN,not,not,in,not,not,not,not,not,not,not
244,R1TZD1QDCSTKZ5,not,not,not,not,not,not,not,not,not,not
245,R53D680LOUMGG,not,not,not,in,in,not,not,not,not,not
246,R2BTTPYBP2WRIN,not,not,not,not,not,not,not,not,not,not
247,R2WGYPT425ZGI9,not,in,not,not,not,not,not,not,not,not
248,R2U5A8P7ZZO75F,not,not,not,not,not,not,not,not,not,not
249,R3PO0FS6U9AYH7,not,not,not,not,not,not,not,not,not,not
250,R2HS70FXJIHJXV,in,not,not,not,not,not,not,not,not,not
251,REKMNME7NFLP7,not,not,not,not,in,not,not,not,not,not
252,R3AYE2KD858HU2,not,not,not,not,not,not,not,not,not,not
253,RK5MFV1Q3CD08,not,not,not,not,not,not,not,not,not,not
254,RYAK6FMQP5OIZ,not,not,not,not,not,not,not,not,not,not
255,R37QDZDVNK1DDR,not,not,in,not,not,not,not,not,not,not
256,R2DOL1YP03DBIP,not,not,not,not,not,not,not,not,not,not
257,R30L5ZFH38L1TP,not,not,in,in,not,not,not,not,not,not
258,RY5ICOYO22ZKI,not,not,not,not,not,not,not,not,not,not
259,RTWQDLKBEHP2G,not,not,not,in,in,not,not,not,not,not
260,R3J1816Y5MLS2I,not,not,not,not,not,not,not,not,not,not
261,R1J29IXQRJ03ZV,not,not,in,in,not,not,not,not,not,not
262,R1BERN7QTAHPSW,not,not,not,not,not,not,not,not,not,not
263,R3PM6B8RRH94P4,not,in,not,not,in,not,not,not,not,not
264,RV4OR1L3WDVZ9,in,not,not,not,not,not,not,not,not,not
265,R2WU5EROQI8HNF,in,not,in,not,not,not,not,not,not,not
266,R24KITNGJ7X38R,not,not,not,not,not,not,not,not,not,not
267,R353RGEUI9DIJ2,not,not,not,not,in,not,not,not,not,not
268,RHXIQ5HR7R8D7,not,in,in,not,in,not,not,not,not,not
269,R3SY8YT8TX0HD4,not,not,not,not,in,not,not,not,not,not
270,R13TGI03PCF3W6,not,not,in,not,not,not,not,not,not,not
271,R22IK2YT8XQ2JK,not,not,not,not,not,not,not,not,not,not
272,R3C8ESDX6W9W3Y,not,not,not,not,not,not,not,not,not,not
273,RV9OLDPTXJN14,in,not,not,not,in,not,not,not,not,not
274,R2L1B4BKDA89EA,not,not,not,not,not,not,not,not,not,not
275,R20BVQVU5U21I8,not,not,not,not,not,not,not,not,not,not
276,R1EZTMPMRTJUO2,not,not,in,not,not,in,not,not,not,not
277,RKIU8M23KE4O3,not,not,not,not,not,not,not,not,not,not
278,R1NRJ47IB2OOB5,not,not,in,not,not,not,not,not,not,not
279,R9BQALBELRTWH,not,not,not,not,not,not,not,not,not,not
280,RXJOERQY6NIH5,not,not,not,not,not,not,not,not,not,not
281,R1ZO5T5N9H5ROB,not,not,not,not,not,not,not,not,not,not
282,R3F8SDZZ42Q34W,not,not,not,not,not,not,not,not,not,not
283,R3UYZQN5HCQV71,not,not,not,not,not,not,not,not,not,not
284,RV0ZPTTHTD0O1,not,in,not,not,not,not,not,not,not,not
285,R21R3WW9OCDVYE,not,in,not,not,in,not,not,not,not,not
286,R226MHGWFL43AZ,not,in,not,not,not,not,not,not,not,not
287,R2V28UNWER4583,not,not,not,not,not,not,not,not,not,not
288,R6FD8HQTSD88O,not,not,not,not,not,not,not,not,not,not
289,R14FW5HILO46S0,not,not,not,not,not,not,not,not,not,not
290,R1RRNK68CSBBOE,not,not,not,not,not,not,not,not,not,not
291,R12T6MQ6SMHAPK,not,not,in,not,not,not,not,not,not,not
292,RZKJ9B5Q749WA,not,not,in,not,not,not,not,not,not,not
293,R3PXXLXNMOEUMF,not,not,not,in,not,not,not,not,not,not
294,R2IY4CE8VLPTJJ,not,not,not,not,in,not,not,not,not,not
295,R30S8EQAXDPE0T,not,not,not,not,not,not,not,not,not,not
296,R2PXZLI7HVC2KJ,not,not,in,not,not,not,not,not,not,not
297,R28A4J68L184B3,not,not,not,not,not,not,not,not,not,not
298,R2OTFWUC33J2RK,not,not,not,not,not,not,not,not,not,not
299,R2LHZYSUVJ0DIY,not,not,in,in,not,not,not,not,not,not
300,R1Q1DMVAKV0PA3,not,not,not,not,not,not,not,not,not,not
301,R3IO29LYC3C64A,in,not,not,not,not,not,not,not,not,not
302,R2IC3QN4JJ67P5,not,not,not,not,not,not,not,not,not,not
303,RERRISE94H2O6,not,not,not,not,not,not,not,not,not,not
304,R3VOJK777371YN,not,in,not,not,not,not,not,not,not,not
305,R1EQR7AC65MJ57,in,not,not,not,not,not,not,not,not,not
306,R15DW8TP6PYKXQ,not,not,not,not,in,not,not,not,not,not
307,R314F1DVRDWTTF,not,not,not,not,not,not,not,not,not,not
308,RL8B72WJEZKUO,in,not,in,not,not,not,not,not,not,not
309,R1DW6NVZ10VBWE,in,not,not,not,not,not,not,not,not,not
310,R24X384TUWR84J,in,not,not,not,not,not,not,not,not,not
311,R18UEDTIGLZFTD,not,not,not,not,not,not,not,not,not,not
312,R2LXISLVU03D1O,not,not,not,not,not,not,not,not,not,not
313,R1DBTNDRNHJEU8,not,not,not,not,not,not,not,not,not,not
314,R28ZKVUHCXI34I,not,not,not,not,in,not,not,not,not,not
315,RBIGJW4HRXE4V,not,not,in,not,in,not,not,not,not,not
316,R24043XL4797KY,not,not,not,not,not,not,not,not,not,not
317,R1I5I2318M3B9R,not,not,not,not,not,not,not,not,not,not
318,R24810Q3ZRRTLZ,not,in,not,not,not,not,not,not,not,not
319,R1M4PNCKMW31FE,not,not,not,not,in,not,not,not,not,not
320,R3F2LCNNLVDE71,not,not,not,not,not,not,not,not,not,not
321,R2OQYLSLE5QE9P,not,in,not,not,in,not,not,not,not,not
322,R30DTC8PFT3O6M,not,not,not,not,not,not,not,not,not,not
323,R2XX5W3PADIA88,not,not,not,not,in,not,not,not,not,not
324,R275TOKV40U353,not,not,not,not,not,not,not,not,not,not
325,R1LAM8T6FGKZF1,not,not,not,not,not,not,not,not,not,not
326,R3KY22KCH3IL7K,not,not,not,not,in,not,not,not,not,not
327,RTN1JHWIWIGYK,not,not,not,not,not,not,not,not,not,not
328,R2GXN7E5UV5Y4F,not,not,not,not,not,not,not,not,not,not
329,RJWLU4GT90TD6,not,not,not,not,not,not,not,not,in,not
330,R2ES60TLKTNJLK,in,not,not,not,not,not,not,not,not,not
331,R2TP91G18Q7WQV,not,in,not,not,not,in,not,not,not,not
332,R3P25JARZNPUV3,not,not,not,not,in,not,not,not,not,not
333,RVDX6AYTINO2K,not,not,in,not,not,not,not,not,not,not
334,R3BAG7DY4PV1OW,in,not,not,not,not,not,not,not,not,not
335,R3O16Q0LZ2T497,not,not,not,not,not,not,not,not,not,not
336,R32RZI4INALUXU,not,not,not,not,not,not,not,not,not,not
337,R7WJTGGIOFYCJ,not,not,not,not,not,not,not,not,not,not
338,R3UOMD87R27SOU,not,not,not,not,not,not,not,not,not,not
339,R1IIRAVJ75JJHT,not,not,not,not,in,not,in,not,not,not
340,R3GBJN6A9T1M1A,not,not,not,not,not,not,not,not,not,not
341,R2HX4VASQC4S8Q,not,not,in,not,not,not,not,not,not,not
342,RYFTIY71ZLBU3,not,not,not,not,not,not,not,not,not,not
343,RAXLUANX890H,not,not,not,not,not,not,not,not,not,not
344,R3US9T9SV5XVJV,not,not,not,not,not,not,not,not,not,not
345,R3NEWCLWGNYI74,not,not,not,not,in,not,not,not,not,not
346,R3A00CVAVX2OOA,not,in,not,not,not,not,not,not,not,not
347,R2SUCD2ILVP5XE,in,not,not,not,not,not,not,not,not,not
348,R36SQGV2X26IVN,not,not,not,not,in,not,not,not,not,not
349,R1Y4EFPGX0HDWH,not,not,not,not,in,not,not,not,not,not
350,R5DUDM9BGDJTZ,in,not,not,in,not,not,not,not,not,not
351,R1F5WMR0SIGLRE,in,not,not,not,not,not,not,not,not,not
352,RSTNC7KGUHSJ,not,not,not,not,not,not,not,not,not,not
353,R2R92PF3UWNWKO,not,not,not,not,not,not,not,not,not,not
354,R3831T9HRDIFE4,in,not,not,not,in,not,not,not,not,not
355,R1LUIK319MP35A,not,not,in,not,not,not,not,not,not,not
356,R33R55NIDLQZMQ,not,not,not,not,not,not,not,not,not,not
357,R4AAJRGYV3OKA,not,not,not,not,not,not,not,not,not,not
358,R17TH7PVR4TM4P,in,not,not,not,not,not,not,not,not,not
359,R1HJP9RNAZ688V,not,not,not,not,not,not,not,not,not,not
360,R2T0XBD4RSMGZT,not,not,in,not,in,not,not,not,not,not
361,R3K5BMVISB99X6,not,not,not,not,not,not,not,not,not,not
362,R4T5EHI54EVPJ,not,in,not,not,not,in,not,not,not,not
363,R18AHFHNVF3BKI,not,not,not,not,not,not,not,not,not,not
364,R10KDGG28D2M5I,not,not,not,not,not,not,not,not,not,not
365,R34O5JIO61UOG5,not,not,in,not,in,not,not,not,in,not
366,R3L148PUUTGR8N,not,not,not,not,not,not,not,not,not,not
367,R14MDQZZSTRM97,not,not,not,not,not,not,not,not,not,not
368,R1TWPAWD4N2I1D,not,not,not,not,not,not,not,not,not,not
369,R1UDVY5L6LM51D,not,not,not,not,not,not,not,not,not,not
370,R1GPOMHSJDCT2G,in,not,in,not,not,not,not,not,not,not
371,R3205ZN0LI4C59,not,not,not,in,not,not,not,not,not,not
372,R15H4EC365J21,in,not,not,not,in,not,not,not,not,not
373,R2LOFMHIL5B0C4,not,not,not,not,not,not,not,not,not,not
374,R20MF1IPAUS10G,not,not,not,not,not,not,not,not,not,not
375,RKSM59RISDFMQ,not,not,not,not,not,not,not,not,not,not
376,R1FGHIJOETM4QM,not,not,not,not,not,not,not,not,not,not
377,RXK69A0SHFYMY,not,not,not,not,not,not,not,not,not,not
378,R4VOAPDEDOYLA,not,not,not,not,in,not,not,not,not,not
379,R3W50NWLVM311T,not,not,not,not,not,not,not,not,not,not
380,R2F8SGDLEZCVNU,not,in,not,not,not,not,not,not,not,not
381,RRN1O6G95PH9J,not,not,not,not,not,not,not,not,not,not
382,R2D8LGAK7LW3Y8,in,in,not,not,not,not,not,not,not,not
383,R1IE03WRE7N20L,in,not,not,not,not,not,not,in,not,not
384,R2KF3RP4ILCMXW,not,not,in,not,not,in,not,not,not,not
385,R2QSK9S8OO2COA,not,not,not,not,not,not,not,not,not,not
386,R3OYCHU8AITB8Q,in,not,not,not,not,not,not,not,not,not
